## STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
##;;;;;;;;;;;X
##;MAJOR NOTE ABOUT THIS FILE:;;;;;;;;;;X
##;;;;;;;;;;;X
##;This file contains strings used directly by the game engine and no modifications should be made to it by mods.;;;;;;;;;;X
##;To redefine a text string from this file, place it in mods.csv and do the change there. Note that redefined engine strings must match exactly the format used by original text or the game could behave abnormally.;;;;;;;;;;X
##;This file is loaded just before messages.csv and mods.csv text files and will replace any strings defined by previously loaded text files, but will trigger error on each replacement if extra debug logs are enabled (settings.cfg).;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;EDITING TIPS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;Open this document in Excel, version 5 or later.;;;;;;;;;;X
##;To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;X
##;Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;X
##;Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;X
##;Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;X
##;Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;X
##;Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;X
##;Place the cursor in cell C2 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost column while still having the string names/comments and the English original text in the left and middle column;;;;;;;;;;X
##;CAREFULLY read the instructions in cells B26 - B68;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;2) '%d' is for indicating where integer value is inserted by the engine, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places.;;;;;;;;;;X
##;3) '%.0f' is for indicating where non-integer value is inserted by the engine, and MAY NEVER BE REMOVED! 0 can be replaced by another number and defines displayed digits after the decimal point. Add '+' in front of '.' (example: '%+.2f') to display the sign of the number.;;;;;;;;;;X
##;4) '%c' is for indicating where a single character is inserted by the engine, and MAY NEVER BE REMOVED! ;;;;;;;;;;X
##;5) '\%%' can be used to display a single '%' character in texts. Use that with caution and avoid if possible as it could cause issues if used improperly.;;;;;;;;;;X
##;6) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.;;;;;;;;;;X
##;7) The characters '#' (hashmark), semicolon, '%' (percentage sign), '¶' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes as this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X
##;8) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;9) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;10) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;11) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS (Red,Green,Blue values):;;;;;;;;;;X
##;§A;0,64,0;;;;;;;;;X
##;§B;0,0,192;;;;;;;;;X
##;§C;128,0,0;;;;;;;;;X
##;§D;255,255,0;;;;;;;;;X
##;§E;255,0,255;;;;;;;;;X
##;§F;255,128,0;;;;;;;;;X
##;§G;0,100,0;;;;;;;;;X
##;§H;128,128,128;;;;;;;;;X
##;§I;0,0,255;;;;;;;;;X
##;§J;0,192,0;;;;;;;;;X
##;§M;100,255,100;;;;;;;;;X
##;§N;255,100,100;;;;;;;;;X
##;§R;240,0,0;;;;;;;;;X
##;§W;255,255,255;;;;;;;;;X
##;§Y;208,232,248;;;;;;;;;X
##;§Z;0,0,0;;;;;;;;;X
##;§§;restores old color;;;;;;;;;X
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X
##;12) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string). However you will notice once the translation is inserted that space IS limited in quite a few areas so be brief, and try not to use words that are considerably longer than the English original.;;;;;;;;;;X
##;13) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;14) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;15) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not exported into the actual text database file);;;;;;;;;;X
##;16) Test any special punctuation symbols and characters for proper displaying by the game first, before using those in other texts.;;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE:;;;;;;;;;;X
##;Save as 'Semicolon Separated (.csv)' format, and make sure file name is not changed.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE:;;;;;;;;;;X
##;If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
## LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;Extra1;Extra2;X
## ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
HPROV_RADAR_STATION;·¹ÀÌ´õ±âÁö ;;;;;;;;;;X
HPROV_NUCLEAR_REACTOR;ÇÙ½ÇÇèÀå ;;;;;;;;;;X
HPROV_ROCKET_TEST;·ÎÄÏ½ÃÇèÀå ;;;;;;;;;;X
##;;;;;;;;;;;X
HPROV_IRO_IC;Áö¿ª ³» ÇöÀç °ø¾÷·Â. ;;;;;;;;;;X
HPROV_IRO_AAR;Áö¿ª ³» ¹æ°ø½Ã¼³ ÃÑ°è. ;;;;;;;;;;X
HPROV_IRO_FORT;¿ä»õÈ­ ¼öÄ¡ ;;;;;;;;;;X
HPROV_IRO_CFORT;ÇØ¾È¿ä»õÈ­ ¼öÄ¡ ;;;;;;;;;;X
HPROV_IRO_PARTISAN;¹Ý±ºÈ°µ¿ ;;;;;;;;;;X
HPROV_IRO_RARE_MATERIALS;¸ÅÀÏ Èñ¼ÒÀÚ¿ø »ý»ê ;;;;;;;;;;X
HPROV_IRO_ENERGY;¸ÅÀÏ ¿¡³ÊÁö »ý»ê ;;;;;;;;;;X
HPROV_IRO_METAL;¸ÅÀÏ ±Ý¼Ó »ý»ê ;;;;;;;;;;X
HPROV_IRO_OIL;¸ÅÀÏ ¼®À¯ »ý»ê. ;;;;;;;;;;X
HPROV_IRO_MANPOWER;ÀÎ·Â ;;;;;;;;;;X
HPROV_DRO_PARTISAN;¹Ý¶õµµ´Â ¹Ý±ºÈ°µ¿¿¡ ¿µÇâÀ» ÁÝ´Ï´Ù. ¹Ý±ºÀº Áö¿ªÀÇ º¸±ÞÀ» ¹æÇØÇÏ°í, Á¡·ÉÀÚ¸¦ ¹«·ÂÀ¸·Î ÃàÃâÇÏ·Á ÇÒ °ÍÀÔ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_IC;ÀÌ Áö¿ªÀÇ °ø¾÷·ÂÀÔ´Ï´Ù. 1°³ÀÇ °øÀåÀ» Áþ´Â´Ù¸é, 1¸¸Å­ÀÇ ±âº» °ø¾÷·ÂÀ» ¾ò°Ô µÉ °ÍÀÔ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_AAR;ÀÌ Áö¿ª¿¡ ¹èÄ¡µÇ¾î ÀÖ´Â ´ë°øÆ÷ÀÇ ¼öÁØÀÔ´Ï´Ù. ´ë°øÆ÷´Â Àû °ø±ºÀÌ ÀÌ Áö¿ª À§¸¦ ºñÇàÇÒ ¶§¸¶´Ù °ø°ÝÇÒ °ÍÀÔ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_FORT;ÀÌ Áö¿ªÀÇ Áö»ó¿ä»õÈ­ ¼öÁØÀÔ´Ï´Ù. Áö»ó¿ä»õ´Â À°Áö¿¡¼­ °ø°ÝÇØ¿À´Â Àû¿¡°Ô Æä³ÎÆ¼¸¦ ÁÝ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_CFORT;ÀÌ Áö¿ªÀÇ ÇØ¾È¿ä»õÈ­ ¼öÁØÀÔ´Ï´Ù. ÇØ¾È¿ä»õ´Â »ó·úÇØ¼­ °ø°ÝÇØ¿À´Â Àû¿¡°Ô Æä³ÎÆ¼¸¦ ÁÝ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_INFRA;ÀÌ Áö¿ªÀÇ »ê¾÷±â¹Ý ¼öÁØÀÔ´Ï´Ù. ÀÌ ¼öÄ¡°¡ ³ôÀ»¼ö·Ï ÀÌ Áö¿ª¿¡ ÀÖ´Â ºÎ´ëÀÇ º¸±Þ·üÀÌ Çâ»óµÇ¸ç, À°±ººÎ´ë°¡ ´õ »¡¸® ÀÌµ¿ÇÕ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_RARE_MATERIALS;ÀÌ Áö¿ª¿¡¼­ ¸ÅÀÏ »ý»êµÇ´Â Èñ¼ÒÀÚ¿øÀÇ ¾çÀÔ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_ENERGY;ÀÌ Áö¿ª¿¡¼­ ¸ÅÀÏ »ý»êµÇ´Â ¿¡³ÊÁöÀÇ ¾çÀÔ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_METAL;ÀÌ Áö¿ª¿¡¼­ ¸ÅÀÏ »ý»êµÇ´Â ±Ý¼ÓÀÇ ¾çÀÔ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_OIL;ÀÌ Áö¿ª¿¡¼­ ¸ÅÀÏ »ý»êµÇ´Â ¼®À¯ÀÇ ¾çÀÔ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_MANPOWER;ÀÌ Áö¿ª¿¡¼­ ¸Å³â Â¡ÁýµÇ´Â »ç¶÷µéÀÇ ¾çÀÔ´Ï´Ù. ;;;;;;;;;;X
HPROV_IRO_AIR_BASE;°ø±º±âÁöÀÇ Å©±â. ;;;;;;;;;;X
HPROV_IRO_NAVAL_BASE;ÇØ±º±âÁöÀÇ Å©±â. ;;;;;;;;;;X
HPROV_IRO_RADAR;ÇöÀç ·¹ÀÌ´õ±âÁö ¼öÁØ : ;;;;;;;;;;X
HPROV_IRO_NUCLEAR;ÇÙ½ÇÇèÀåÀÇ Å©±â. ;;;;;;;;;;X
HPROV_IRO_ROCKET;·ÎÄÏ½ÃÇèÀåÀÇ Å©±â. ;;;;;;;;;;X
HPROV_DRO_AIR_BASE;ÀÌ°ÍÀº ÀÌ Áö¿ªÀÇ °ø±º±âÁöÀÇ ¼öÁØÀÔ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_NAVAL_BASE;ÀÌ°ÍÀº ÀÌ Áö¿ªÀÇ ÇØ±º±âÁöÀÇ ¼öÁØÀÔ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_RADAR;ÀÌ°ÍÀº ÀÌ Áö¿ªÀÇ ·¹ÀÌ´õ ±âÁöÀÇ ¼öÁØÀÔ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_NUCLEAR;ÀÌ°ÍÀº ÀÌ Áö¿ªÀÇ ÇÙ½ÇÇèÀåÀÇ ¼öÁØÀÔ´Ï´Ù. ;;;;;;;;;;X
HPROV_DRO_ROCKET;ÀÌ°ÍÀº ÀÌ Áö¿ªÀÇ ·ÎÄÏ½ÃÇèÀåÀÇ ¼öÁØÀÔ´Ï´Ù. ;;;;;;;;;;X
HPROV_RESERACH_LIST;§W%s§§   §F%.2f\%%§§\n;;;;;;;;;;X
##;;;;;;;;;;;X
SUPPLY_IRO;º¸±ÞÇ° ;;;;;;;;;;X
PRODUCTION_IRO;»ý»ê ;;;;;;;;;;X
########################################################################;;;;;;;;;;;X
##;;;;;;;;;;;X
#  TECH PAGE TEXTS;;;;;;;;;;;X
##;;;;;;;;;;;X
########################################################################;;;;;;;;;;;X
TECH_REQUIRED;%sÀ»(¸¦) ¿ä±¸ÇÕ´Ï´Ù. \n;;;;;;;;;;X
TECH_REQUIRED_HEADER;§B´ÙÀ½±â¼úÀ» À§ÇØ ÇÊ¿äÇÕ´Ï´Ù. :§§\n;;;;;;;;;;X
TECH_OR_REQUIRES_HEADER;§B´ÙÀ½±â¼úÁß ÇÏ³ª°¡ ÇÊ¿äÇÕ´Ï´Ù. :§§\n;;;;;;;;;;X
TECH_REQUIRES_HEADER;§B´ÙÀ½±â¼úÀÌ ÇÊ¿äÇÕ´Ï´Ù. :§§\n;;;;;;;;;;X
TECH_COMPONENTS_HEADER;§B¿¬±¸ºÐ¾ß :§§\n;;;;;;;;;;X
TECH_PRIMARYYEAR_HEADER;§B¿ª»çÀû ³âµµ :§§;;;;;;;;;;X
TECH_NAME_RESEARCHED;§A%s- %d§§\n;;;;;;;;;;X
TECH_NAME_AVAILABLE;§B%s- %d§§\n;;;;;;;;;;X
TECH_NAME_UNAVAILABLE;§C%s- %d§§\n;;;;;;;;;;X
TECH_ALREADY_RESEARCHED;§A+§§ %s- %d\n;;;;;;;;;;X
TECH_NOT_RESEARCHED;§R-§§ %s- %d\n;;;;;;;;;;X
TECH_COMPONENT_TEXT;%s: %d\n;;;;;;;;;;X
########################################################################;;;;;;;;;;;X
##;;;;;;;;;;;X
#  MINISTER TEXTS;;;;;;;;;;;X
##;;;;;;;;;;;X
########################################################################;;;;;;;;;;;X
INSTALL_MINISTER;%s ÃëÀÓ½ÃÅµ´Ï´Ù. ;;;;;;;;;;X
NOREPMIN;±³Ã¼ÀÚ ¾øÀ½. ;;;;;;;;;;X
HOIG_HEAD_OF_STATE;±¹°¡¿ø¼ö ;;;;;;;;;;X
HOIG_HEAD_OF_GOVERNMENT;Á¤ºÎ¼ö¹Ý ;;;;;;;;;;X
HOIG_FOREIGN_MINISTER;¿Ü¹«Àå°ü ;;;;;;;;;;X
HOIG_ARMAMENT_MINISTER;±º¼öÀå°ü ;;;;;;;;;;X
HOIG_MINISTER_OF_SECURITY;Ä¡¾ÈÀå°ü ;;;;;;;;;;X
HOIG_MINISTER_OF_INTELLIGENCE;Á¤º¸ºÎÀå ;;;;;;;;;;X
HOIG_CHIEF_OF_STAFF;Âü¸ðÃÑÀå ;;;;;;;;;;X
HOIG_CHIEF_OF_ARMY;À°±º»ç·É°ü ;;;;;;;;;;X
HOIG_CHIEF_OF_NAVY;ÇØ±º»ç·É°ü ;;;;;;;;;;X
HOIG_CHIEF_OF_AIR;°ø±º»ç·É°ü ;;;;;;;;;;X
##;;;;;;;;;;;X
CATEGORY_NATIONAL_SOCIALIST;±¹°¡ »çÈ¸ÁÖÀÇ ;;;;;;;;;;X
CATEGORY_FASCIST;ÆÄ½Ã½ºÆ® ;;;;;;;;;;X
CATEGORY_PATERNAL_AUTOCRAT;ÀüÁ¦ µ¶ÀçÁÖÀÇ ;;;;;;;;;;X
CATEGORY_SOCIAL_CONSERVATIVE;»çÈ¸ º¸¼öÁÖÀÇ ;;;;;;;;;;X
CATEGORY_MARKET_LIBERAL;½ÃÀå ÀÚÀ¯ÁÖÀÇ ;;;;;;;;;;X
CATEGORY_SOCIAL_LIBERAL;»çÈ¸ ÀÚÀ¯ÁÖÀÇ ;;;;;;;;;;X
CATEGORY_SOCIAL_DEMOCRAT;»çÈ¸ ¹ÎÁÖÁÖÀÇ ;;;;;;;;;;X
CATEGORY_LEFT_WING_RADICAL;±ÞÁø ÁÂÆÄ ;;;;;;;;;;X
CATEGORY_LENINIST;·¹´ÑÁÖÀÇ ;;;;;;;;;;X
CATEGORY_STALINIST;½ºÅ»¸°ÁÖÀÇ ;;;;;;;;;;X
##;;;;;;;;;;;X
BATTLE_ATTACKMOD;°ø°ÝÈ¿À² %.f ÆÛ¼¾Æ® \n;;;;;;;;;;X
BATTLE_DEFENDMOD;¹æ¾îÈ¿À² %.f ÆÛ¼¾Æ® \n;;;;;;;;;;X
BATTLE_DIVRATIO;¸í·ÉÀ» ¹Þ´Â »ç´Ü/¹è ¼ýÀÚ¿Í ÁöÈÖ°üÀÌ ÀÌ ÀüÅõ¿¡¼­ ¸í·ÉÇÒ ¼ö ÀÖ´Â ÃÑÇÕ ;;;;;;;;;;X
########################################;;;;;;;;;;;X
######## FRONT & BACK END TEXTS #######;;;;;;;;;;;X
########################################;;;;;;;;;;;X
##;;;;;;;;;;;X
#  INIT TEXTS;;;;;;;;;;;X
##;;;;;;;;;;;X
INIT_SOUND;»ç¿îµå ÃÊ±âÈ­... ;;;;;;;;;;X
INIT_INTERFACE;ÀÎÅÍÆäÀÌ½º ÃÊ±âÈ­... ;;;;;;;;;;X
INIT_GAMEMAP_SPRITES;±×·¡ÇÈ ÃÊ±âÈ­... ;;;;;;;;;;X
INIT_GLOBALS;Àü¿ª ÃÊ±âÈ­... ;;;;;;;;;;X
INIT_PROVINCES;Áö¿ª ÃÊ±âÈ­... ;;;;;;;;;;X
INIT_SCENARIO;½Ã³ª¸®¿À ÀÐ´Â Áß... ;;;;;;;;;;X
INIT_SCRIPT;½ºÅ©¸³Æ® ÃÊ±âÈ­... ;;;;;;;;;;X
### MP ###;;;;;;;;;;;X
HOSTLEFT;È£½ºÆ®´Â °ÔÀÓ¿¡¼­ ¶³¾îÁ® ³ª°¬½À´Ï´Ù! ;;;;;;;;;;X
CLIENTLEFT;%s (%s) ´Â °ÔÀÓ¿¡¼­ ¶³¾îÁ® ³ª°¬½À´Ï´Ù! ;;;;;;;;;;X
PLAYERLAG_HEADER;³×Æ®¿öÅ© È£Ãâ ½Ã°£ ;;;;;;;;;;X
BTN_DROPCONT;¹ö¸®°í °è¼Ó ÁøÇà ;;;;;;;;;;X
BTN_SAVEQUIT;ÀúÀå ÈÄ Á¾·á ;;;;;;;;;;X
FECONNBTN_IPX;§W LAN ¿¬°á ;;;;;;;;;;X
FECONNBTN_EURONET;§W VALKYRIENET ;;;;;;;;;;X
FECONNBTN_TCPIP;§W IP ¿¬°á ;;;;;;;;;;X
FECONN_ENTERNAME;§W ÀÌ¸§À» ÀÔ·ÂÇÏ¼¼¿ä ;;;;;;;;;;X
##;;;;;;;;;;;X
FETCPIPXBTN_JOIN;§W Âü°¡ ;;;;;;;;;;X
FETCPIPXBTN_HOST;§W ¹æ¸¸µé±â ;;;;;;;;;;X
FETCPIPX_CHOOSEGAME;§W °ÔÀÓ¼±ÅÃ ;;;;;;;;;;X
FETCPIPX_IPADDRESS;?55 IPÁÖ¼Ò ÀÔ·Â ;;;;;;;;;;X
##;;;;;;;;;;;X
#  FRONT END BUTTONS & TEXTS;;;;;;;;;;;X
##;;;;;;;;;;;X
FEMAINBTN_TUTORIAL;§W Æ©Åä¸®¾ó ;;;;;;;;;;X
FEMAINBTN_SINGLE;§W ½Ì±Û ÇÃ·¹ÀÌ¾î ;;;;;;;;;;X
FEMAINBTN_MULTIPLAYER;§W ¸ÖÆ¼ ÇÃ·¹ÀÌ¾î ;;;;;;;;;;X
FEMAINBTN_CREDITS;§W Á¦ÀÛÁø ;;;;;;;;;;X
FEMAINBTN_REPLAYINTRO;§W ÀÎÆ®·Î ;;;;;;;;;;X
FEMAINBTN_EXIT;§W Á¾·á ;;;;;;;;;;X
##;;;;;;;;;;;X
#  LOBBY BUTTONS & TEXTS;;;;;;;;;;;X
##;;;;;;;;;;;X
FEBTN_OPTIONS;§W È¯°æ¼³Á¤ ;;;;;;;;;;X
FEBTN_START;§W ½ÃÀÛ ;;;;;;;;;;X
FEBTN_ACCEPT;§W È®ÀÎ ;;;;;;;;;;X
FEBTN_BACK;§W µ¹¾Æ°¡±â ;;;;;;;;;;X
FEBTN_CANCEL;Ãë¼Ò ;;;;;;;;;;X
FEBTN_BAN;Ãß¹æ ;;;;;;;;;;X
##;;;;;;;;;;;X
FESTR_SCENARIOS;½Ã³ª¸®¿À ;;;;;;;;;;X
FESTR_SAVEDGAMES;ÀúÀåµÈ °ÔÀÓ ;;;;;;;;;;X
FESTR_PLAYERS;ÇÃ·¹ÀÌ¾î ;;;;;;;;;;X
FESTR_NOSELECTION;(¼±ÅÃ¾ÈÇÔ) ;;;;;;;;;;X
FESTR_STRATEGY;Àü·« ;;;;;;;;;;X
FESTR_CHANGECOUNTRY; ±¹°¡¸¦ ¹Ù²Ù·Á¸é ±ê¹ßÀ» ¿À¸¥Å¬¸¯ ÇØÁÖ¼¼¿ä. ;;;;;;;;;;X
##;;;;;;;;;;;X
#  INFO BOX TAG;;;;;;;;;;;X
##;;;;;;;;;;;X
FESTR_HISTORICALINFO;ÀÇ ¿ª»çÀû Á¤º¸ ;;;;;;;;;;X
##;;;;;;;;;;;X
FESTR_NOSCENARIO;ÁÂÃø¿¡¼­ ÇÃ·¹ÀÌÇÒ ½Ã³ª¸®¿À¸¦ ¼±ÅÃÇØ ÁÖ¼¼¿ä. ;;;;;;;;;;X
FESTR_NOCOUNTRY;»ó´Ü¿¡¼­ ÇÃ·¹ÀÌÇÒ ±¹°¡¸¦ ¼±ÅÃÇØ ÁÖ¼¼¿ä. ;;;;;;;;;;X
FESTR_WAITSCENARIO;¹æÀåÀÌ ¾ÆÁ÷ ½Ã³ª¸®¿À ¼±ÅÃÀ» ÇÏÁö ¾Ê¾Ò½À´Ï´Ù. ;;;;;;;;;;X
##;;;;;;;;;;;X
FECLI_HOSTSET1;<%s ÀÌ(°¡) ;;;;;;;;;;X
FECLI_HOSTSET2;%s (À¸)·Î ¼³Á¤µÇ¾ú½À´Ï´Ù.> ;;;;;;;;;;X
##;;;;;;;;;;;X
#  OPTIONS;;;;;;;;;;;X
##;;;;;;;;;;;X
FEOPT_HEADER;È¯°æ¼³Á¤ ;;;;;;;;;;X
FEOPT_AIAGGRE;ÀÎ°øÁö´ÉÀÇ È£Àü¼º ;;;;;;;;;;X
FEOPT_DIFFICULTY;³­ÀÌµµ ;;;;;;;;;;X
FEOPT_GAMESPEED;°ÔÀÓ¼Óµµ ;;;;;;;;;;X
FEOPT_MULTI;±¹°¡°øÀ¯(¸ÖÆ¼) ;;;;;;;;;;X
FEOPT_COUNTERS;±âÈ£»ç¿ë ;;;;;;;;;;X
FEOPT_OK;È®ÀÎ ;;;;;;;;;;X
FEOPT_AUTOSAVE;ÀÚµ¿ÀúÀå ;;;;;;;;;;X
##;;;;;;;;;;;X
GAMESPEED7;°ÔÀÓ¼Óµµ ±Øµµ·Î ºü¸§ ;;;;;;;;;;X
GAMESPEED6;°ÔÀÓ¼Óµµ ¸Å¿ì ºü¸§ ;;;;;;;;;;X
GAMESPEED5;°ÔÀÓ¼Óµµ ºü¸§ ;;;;;;;;;;X
GAMESPEED4;°ÔÀÓ¼Óµµ ¾à°£ ºü¸§ ;;;;;;;;;;X
GAMESPEED3;°ÔÀÓ¼Óµµ º¸Åë ;;;;;;;;;;X
GAMESPEED2;°ÔÀÓ¼Óµµ ¾à°£ ´À¸² ;;;;;;;;;;X
GAMESPEED1;°ÔÀÓ¼Óµµ ´À¸² ;;;;;;;;;;X
GAMESPEED0;°ÔÀÓ¼Óµµ ¸Å¿ì ´À¸² ;;;;;;;;;;X
##;;;;;;;;;;;X
#  A.I. AGGRESSIVENESS SETTINGS;;;;;;;;;;;X
##;;;;;;;;;;;X
FEOPT_AI_LEVEL1;°ÌÀïÀÌ ;;;;;;;;;;X
FEOPT_AI_LEVEL2;¾àÇÑ ;;;;;;;;;;X
FEOPT_AI_LEVEL3;Ç¥ÁØ ;;;;;;;;;;X
FEOPT_AI_LEVEL4;Ä§·«Àû ;;;;;;;;;;X
FEOPT_AI_LEVEL5;°Ý·ÄÇÑ ;;;;;;;;;;X
##;;;;;;;;;;;X
#  AUTOSAVE FREQUENCY;;;;;;;;;;;X
##;;;;;;;;;;;X
FEOPT_AUTOSAVE1;ÇÏÁö ¾ÊÀ½ ;;;;;;;;;;X
FEOPT_AUTOSAVE2;ÇÑ´Þ¿¡ ÇÑ¹ø ;;;;;;;;;;X
FEOPT_AUTOSAVE3;¼®´Þ¿¡ ÇÑ¹ø ;;;;;;;;;;X
FEOPT_AUTOSAVE4;´Ù¼¸´Þ¿¡ ÇÑ¹ø ;;;;;;;;;;X
FEOPT_AUTOSAVE5;¿­´Þ¿¡ ÇÑ¹ø ;;;;;;;;;;X
##;;;;;;;;;;;X
#  GAME SPEEDS;;;;;;;;;;;X
##;;;;;;;;;;;X
FEOPT_GAMESPEED7;±Øµµ·Î ºü¸§ ;;;;;;;;;;X
FEOPT_GAMESPEED6;¸Å¿ì ºü¸§ ;;;;;;;;;;X
FEOPT_GAMESPEED5;ºü¸§ ;;;;;;;;;;X
FEOPT_GAMESPEED4;¾à°£ ºü¸§ ;;;;;;;;;;X
FEOPT_GAMESPEED3;º¸Åë ;;;;;;;;;;X
FEOPT_GAMESPEED2;¾à°£ ´À¸² ;;;;;;;;;;X
FEOPT_GAMESPEED1;´À¸² ;;;;;;;;;;X
FEOPT_GAMESPEED0;¸Å¿ì ´À¸² ;;;;;;;;;;X
FEOPT_ENDDATE;Á¾·á³¯Â¥ ;;;;;;;;;;X
FEOPT_ICTAKEOVER;¸ðµçIC ³Ñ°Ü¹Þ±â ;;;;;;;;;;X
FEOPT_TECHTEAMTAKEOVER;±â¼úÁø ³Ñ°Ü¹Þ±â ;;;;;;;;;;X
FEOPT_DEMWAR;¹ÎÁÖ±¹°¡ÀÇ °³Àü °¡´É ;;;;;;;;;;X
##;;;;;;;;;;;X
FEOPT_ON;ÄÔ ;;;;;;;;;;X
FEOPT_OFF;²û ;;;;;;;;;;X
##;;;;;;;;;;;X
FEOPT_EVENS_NO;¾øÀ½ ;;;;;;;;;;X
FEOPT_EVENTS_RANDOM;·£´ý ÀÌº¥Æ®¸¸ ;;;;;;;;;;X
FEOPT_EVENTS_HISTORICAL;¿ª»ç ÀÌº¥Æ®¸¸ ;;;;;;;;;;X
FEOPT_EVENTS_BOTH;·£´ý ÀÌº¥Æ®¿Í ¿ª»ç ÀÌº¥Æ® ;;;;;;;;;;X
##;;;;;;;;;;;X
FEOPT_NO_CHANGE;½Ã³ª¸®¿À Á¾·áÀÏÀÚ »ç¿ë ;;;;;;;;;;X
FEOPT_4_YEARS;4 ³â ;;;;;;;;;;X
FEOPT_8_YEARS;8 ³â ;;;;;;;;;;X
FEOPT_12_YEARS;12 ³â ;;;;;;;;;;X
FEOPT_16_YEARS;16 ³â ;;;;;;;;;;X
FEOPT_20_YEARS;20 ³â ;;;;;;;;;;X
FEOPT_24_YEARS;24 ³â ;;;;;;;;;;X
FEOPT_28_YEARS;28 ³â ;;;;;;;;;;X
##;;;;;;;;;;;X
FEVIC_HEADER;½Â¸® »óÅÂ ;;;;;;;;;;X
FEVIC_STANDARD;Ç¥ÁØ ;;;;;;;;;;X
##;;;;;;;;;;;X
FEVIC_STANDARD_DESC;½Ã³ª¸®¿À Á¾·áÀÏ¿¡ °¡Àå ½Â¸®Á¡¼ö°¡ ³ôÀº ±¹°¡°¡ ½Â¸®ÇÕ´Ï´Ù. ;;;;;;;;;;X
##;;;;;;;;;;;X
FE_DIFFI5;¸Å¿ì ½¬¿ò ;;;;;;;;;;X
FE_DIFFI4;½¬¿ò ;;;;;;;;;;X
FE_DIFFI3;º¸Åë ;;;;;;;;;;X
FE_DIFFI2;¾î·Á¿ò ;;;;;;;;;;X
