#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;Extra1;Extra2;X
##;;;;;;;;;;;X
#  SCENARIO DESCRIPTIONS;;;;;;;;;;;X
##;;;;;;;;;;;X
1914_SCENARIO;대 전쟁 (1914);The Great War (1914);;;;;;;;;X
FIN_45_DESC;After the humiliating end of the Continuation War against the Soviet Union and the forced Lapland War against former ally Germany Finland is in a precarious position between the East and West. Her large army is completely demobilized the communist party is trying to climb to power and army officers are hiding arms and ammunition all over the countryside. Will Finland stay neutral while the rest of Europe is engulfed by nuclear fire? Or is this the time to finally exact revenge on the Soviet Union and get the lands of Karelia back?;After the humiliating end of the Continuation War against the Soviet Union and the forced Lapland War against former ally Germany Finland is in a precarious position between the East and West. Her large army is completely demobilized the communist party is trying to climb to power and army officers are hiding arms and ammunition all over the countryside. Will Finland stay neutral while the rest of Europe is engulfed by nuclear fire? Or is this the time to finally exact revenge on the Soviet Union and get the lands of Karelia back?;;;;;;;;;X
FIN_DESC;1808년부터 동쪽의 이웃나라의 지배를 받던 핀란드는 러시아 짜르의 힘이 약해지자 자치권을 더 누리게 되었다. 1906년 남녀평등의 보통선거와 함께 단일 행정 의회가 설치되었다. 유럽에서 첫 번째로 사회 민주주의가 다수를 차지하는 의회는 1917년의 러시아의 2월 혁명을 틈타 그해 7월에 핀란드의 독립을 선포했다. 10월 혁명에서 소련 정부의 자주결정권 선언은 핀란드의 독립 주장에 힘을 실어주었다. 1917년 12월 6일 주권 공표를 선언했고 그달 말 소련 지배자들에게 인정받았다. 1918년 초기 핀란드 사회주의자들이 권력을 잡으려한 시도는 피의 내전을 불러왔다. 독일 카이저의 지원을 받는 백군이 사회주의자들의 적군을 압도했다. 적군의 패배 후 사회 민주주의당에서 공산당이 분리되었고 1930년에 여러 번의 폭동선동으로 불법이 됐다. 1921년 핀란드는 국제 연합이 올란드 제도를 핀란드의 영토라고 선언했을 때 가장 확장됐다. 1932년 핀란드는 소련과 불가침 조약을 맺었다. ;With the demise of the Russian Czar's powers Finland having been under her Eastern neighbour's rule since 1808 was granted more autonomy. In 1906 a monocameral parliament was installed along with universal suffrage for men and women alike. The parliament the first in Europe to have a Social Democratic majority since 1916 exploited Russia's weakness after the February Revolution of 1917 and declared Finland's independence in July of the same year. The declaration of the right of self-determination proclaimed by the new Soviet government during the October Revolution strengthened the Finnish claim for independence. On December 6th1917 the proclamation of sovereignty was reoeated and acknowledged by the Soviet rulers in late December. An attempt of Finnish Socialists to seize power in early 1918 caused a bloody civil war in which the White Guards supported by the German Kaiser prevailed over the Socialist's Red Guards. After the defeat a Communist Party seperated from the Social Democrats and was declared illegal in 1930 after numerous attempts of insurgence. In 1921 Finland reached its largest expansion when the League of Nations declared the Aland islands Finnish territory. In 1932 the country signed a non-aggression pact with the USSR.;;;;;;;;;X
FRA_1914_DESC;한때 유럽 최강국이었던 프랑스는 이제 문제투성이 국가로 전락했다. 경제적으로 프랑스는 경쟁국가들에 따라잡혔다. 출산율은 감소하여 앞으로 계속될 쇠락을 약속하는 것으로 보였고 거대한 군대의 시대는 치명적인 약점으로 입증되는 듯 했다. 제3공화국의 정치상황도 불안정했다. 1877년의 쿠데타 시도는 간신히 진압되었으며 보수적인 민족주의자 불랑제 주의자의 독일에 대한 보복운동은 1880년에 거의 프랑스 전체를 휘어잡을 수도 있었다. 1894년부터 1906년까지 계속된 드레퓌스 사건은 사회의 분열을 더더욱 심화시켜서 왕정주의자 성직자 반유대주의 보수주의 지지자들은 군과 정부 내에서 급진주의 자유주의 사회주의 세속주의를 비롯한 공화국 지지자들과 충돌하였다.국제무대에서 1871년 보불전쟁의 패배와 독일의 알사스 로렌 점령은 눈에 가시였고 독일에 대한 레방쉐 복수를 원하는 목소리도 엄청났다. 하지만 모든 것이 암울하지만은 않았다. 빛의 도시 파리는 여전히 문화와 패션 예술의 수도로 세계적인 인정을 받았다. 프랑스 군은 1871년의 세계 2위의 식민제국을 배경으로 힘을 회복했고 이제 유럽에서 가장 강력하고 공격적이며 유능한 수준의 군대로 인정받았다. 무엇보다 프랑스에게는 이제 강력한 동맹자가 있었다. 독일의 외교적 실책들과 프랑스의 재정적 지원으로 러시아는 이제 독일의 곁을 떠나 1894년 프랑스와 군사동맹을 체결하였다. 보다 중요한 것은 그리고 놀라운 것은 1904년의 영국과의 삼국협상이었다. 수백년간 프랑스의 숙적이었던 영국은 급성장하는 독일의 위력에 대항하여 프랑스 편을 들었다. 비록 프랑스와의 협상조건은 불분명했지만 영국과의 친분으로 프랑스는 미래가 어떻게 되더라도 폭풍같은 투쟁에서 신속한 승리를 거둘 수 있음을 확신하였다. ;Once the greatest Power of Europe France is now a troubled country. Economically she has been overtaken by many of her rivals. A declining birthrate seems to promise further decline and in an age of mass armies might prove a fatal weakness. Politically the Third Republic is unstable: a coup attempt in 1877 was narrowly averted and the conservative-nationalist Boulangist movement of the 1880s also came close to seizing the state. The Dreyfus affair of 1894-1906 further laid bare the divisions within society as monarchists clericalists anti-semites and conservative supporters of Army and State lined up against radicals liberals socialists secularists and supporters of the Republic. On the international scene the defeat by Prussia in 1871 and Germany's occupation of the provinces of Alsace and Lorraine is a festering sore and demands for 'revanche' - revenge - against Germany remain strong. All is not hopeless however. Paris 'the City of Light' remains the fashionable cultural and artistic capital of the world. French troops have redeemed their defeat in 1871 by establishing the world's second-largest colonial empire and are now respected as one of the strongest most aggressive and capable armies in Europe. Most importantly France now has strong allies. Thanks to German diplomatic blunders and offers of French financial support Russia was lured away from Germany's side and in 1894 signed a binding military agreement with France. Even more significant - and surprising - was the formation of the 'Entente Cordiale' in 1904 with Britain. For centuries France's traditional enemy Britain was drawn to her side through fear of increasing German power. Although the exact terms of their commitment to France remain unclear British friendship gives the French confidence that whatever the future might bring they will weather the storm and emerge triumphant.;;;;;;;;;X
FRA_1933_DESC;제1차 세계대전 직후, 전쟁의 참혹함에 몸서리를 친 프랑스인들은 이웃 독일과의 새로운 갈등을 유발하지 않으려고 노력했다. 전쟁으로 수백만 명이 희생되었으며, 프랑스의 산업지대 대부분은 폐허 속에 묻혀버렸다. 이에 대해 독일의 전쟁배상금을 이용한 대규모 재건 사업이 시작된다. 병행하여, 프랑스를 또 다른 전쟁으로부터 방어해줄 ‘난공불락’의 마지노선이 세워지고, 한편으로는 폴란드·체코슬로바키아·루마니아·유고슬라비아·러시아와의 외교조약을 통한 ‘종이 장벽’이 만들어진다. 그러나 대공황이 닥치자 프랑스는 세제 개혁과 환율 안정을 위해 대규모 사업을 포기해야만 했다. 좌익의 분열, 왕정주의 우파의 약세, 그리고 국가를 성공적으로 공황으로부터 지켜낸 중도파의 성과는 프랑스가 중도 우파, 친-자본 성향의 우익연정(Bloc National), 그리고 중도 좌파, 중산층 중심의 좌익연정(Cartel des gauches) 아래에서 안정을 누릴 수 있도록 하였다. 그럼에도, 미국과 독일이 겪은 거대한 혼돈을 피해가기는 했지만, 프랑스의 실업률은 높았으며 전후에 이룩한 경제성장은 다시 후퇴하였다. 지금, 레옹 블룸(Leon Blum)의 지도로 새롭게 부상하는 사회주의 운동이 정계에 도전장을 내밀었으며, 한편으로 우익은 복수심에 불타는 독일을 대면하게 될 미래를 대비하고 있다. 이미 국제연맹의 무능함을 목격한 적이 있는 프랑스는 신중하게, 미래를 향한 희망을 품고, 그러나 다시 한 번 스스로를 방어해야 하리라는 각오를 다진다. ;After the great war France was horrified by the devastation and sought to avoid another conflict with its neighbor Germany. Millions died in the war and much of the steel and coal producing areas of France remained in ruin. As a result a large scale reconstruction project started funded primarily by German war reparations. In addition work began on an 'impenetrable' Maginot Line trusted to defend France from another war and a 'paper wall' of treaties with Poland Czechoslovakia Romania Yugoslavia and Russia was established. When the stock market collapse hit however she was forced to abandon massive spending in favor of tax reform and a stable currency. The divided leftist groups weakness of royalist conservatism groups and success by centrist parties efforts to stave off a depression kept France under stable governance by the center-right pro-business Bloc national and the center-left pro-middle class Cartel des gauches. Although France avoided a crisis seen in the United States and Germany hundreds of thousands still remained unemployed and much of the post-war growth was lost. A new revitalized socialist movement now rises led by Leon Blum challenging the status quo while ideologically opposed parties are poised to take over a vengeful Germany. Already betrayed by the futility and incompetence of the League of Nations France remains cautious hopeful for the future yet prepared to defend herself once again.;;;;;;;;;X
FRA_1940_DESC;독일이 1939년 9월에 폴란드를 침공하였을 때 프랑스와 영국은 폴란드 편에 서서 전쟁에 참가했다. However the Polish cry for help fell in deaf ears as the French found themselves unable or unwilling to invade German territory. 그 결과로써, 폴란드는 1939년 10월에 독일에 병합되었고 중부유럽에 새로운 질서가 형성되었다. 하지만 1939년에 예상된 프랑스를 향한 독일의 침략은 없었다. 정말로 몇 개월간 서부전선은 드물게 적은 전투가 치러졌다. 서부세력이 '가짜전쟁'에 빠져있자 독일은 다른 어딘가에 눈길을 돌리고 있었다. 알트마르크 사건 이후 독일은 자신의 국익에 해가 된다고 여긴 노르웨이의 중립에 대해 영향을 주었다. 그런 독일은 1940년 4월에 노르웨이가 영국의 손아귀에 떨어지는 것을 막기 위해 노르웨이의 철이 풍부하고 중요한 지역들을 침공했다. 지금 1940년 5월, 벨기에 국경선에 있는 독일의 판저탱크는 준비되지 않은 프랑스를 향한 침공의 태새를 갖추었다. 프랑스는 1차세계대전 때와 마찬가지로 독일의 침략에 맞서 저항할 수 있을까? 아니면 독일이 프랑스가 국내와 국외의 혼란 두 가지의 압력에 대해 버거워했다는 것을 증명할 수 있을까? ;When Germany invaded Poland in September 1939 France and Britain entered the war on the side of its Polish ally. However the Polish cry for help fell in deaf ears as the French found themselves unable or unwilling to invade German territory. As a result Poland fell on October 1939 and a new order in Central Europe was established. However the expected German invasion of France in 1939 didn't come. Indeed for seven months the West has seen scarcely any fighting. As the Western Powers settled in the welcome leisure of the 'Phony War' German attentions focused elsewhere. After the Altmark incident Norway's neutrality was compromised which Germany regarded as a threat to herself. As such in April 1940 German forces invaded the iron-rich areas of Norway vital for her war effort to prevent them from falling in British hands. Now May 1940 German panzers are poised on the Belgian border ready to strike at an unready France. Will France resist the German invasion like it did 1914? Or will it the pressure of both foreign and internal turmoil prove too much for the French Republic?;;;;;;;;;X
FRA_39_DESC;1차 세계대전에서 프랑스의 인력 손실은 다른 어떤 주요 교전국들의 수치에 비해 더 컸다. 이런 재앙은 전간기(interwar)에 프랑스의 예비 병력의 감소를 초래하였다. 하지만 국경선 주위에 다시금 되살아난 독일 대제국을 추구하는 이탈리아 와 점점 불안정해져가는 스페인과 같은 국제흐름으로 인해 프랑스는 강대국 지위로써 가진 힘을 군사적 약화로 인해 잃지 않기 위해 노력할 수 밖에 없었다. 그러한 약화를 보충하기 위하여 프랑스는 독일-프랑스 국경지대를 요새화할 것을 1930년대 초반에 결정하게 된다. 그리고 중부 동부 유럽의 ‘Little Entente’ 국가들과의 새로운 외교적 장치를 세우려고 노력하였다. 이것들이 뒤섞인 결과로써 프랑스와 직결된 보안 문제는 부분적으로 강대한 ‘Maginot Line(마지노선)’에 의하여 해결되었다. (하지만 벨기에 국경지대는 어찌할 것인가?) 그러나 체코슬로바키아를 제때에 지원하는 데에 영국과 프랑스가 실패함으로써 유럽의 어떠한 평화에 대한 희망에 치명적인 사건을 낳게 되었다. 이 전쟁의 분수령에서 제 3공화국은 이미 지난 1914년에도 그러하였듯이 다시금 다시 한번 찾아온 독일의 거센 도전을 뚫고 나아갈 수 있음을 보여주려 한다. ;France's manpower losses in the First World War were proportionally larger than those of any other major belligerent and this demographic catastrophe was reflected in the shortfall of annual army conscripts (the so-called 'hollow classes') of the interwar period. With a revived Germany a self-aggrandizing Italy and an increasingly unstable Spain on its borders France could not afford to accept this military weakness without abandoning its pretensions to Great Power status. To compensate the nation threw itself into a massive fortified works project on the Franco-German frontier during the early 1930s and tried to build new diplomatic arrangements with the 'little entente' powers of central and eastern Europe. This had mixed results. France's immediate security problems were partially resolved by its mighty Maginot Line (but what of the unprotected Belgian border?) but the West's failure to support Czechoslovakia in its hour of crisis proved fatal for any hopes of peace. The deeply divided Third Republic now finds itself at war with Germany once again and whether it can still weather a serious military challenge as it did in 1914 remains to be seen.;;;;;;;;;X
FRA_41_DESC;1940년 5월에 독일군은 약소국(베네룩스)과 그 다음으로 프랑스를 공격했다. 그들의 전격전 전술은 프랑스에서 프랑스군과 영국군을 패배시킬 때에 성공했다. 영국원정군은 뒹케르크에 그들의 중장비를 놔두고 철수하고 프랑스는 북쪽은 독일에게 점령당하고 남쪽은 비시 정부로 옮겨 평화협정을 했다. 1940년 프랑스 내각 구성원 중 샤를 드골 장군은 독일의 프랑스점령으로 인해 망명했다. 1940년 6월18일 드골은 런던에서 BBC라디오를 통해 프랑스인들에게 말했다. 영국 내각은 말을 막으려고 했지만 윈스턴 처칠에 의해 뒤엎어졌다. 드골은 프랑스 남성들과 여성들에게 나치당원들과의 싸움에 동참하도록 부탁했다. 그 해 7월이내에 7천명의 사람들이 자유프랑스군대에 입대신청했다. 1941년 6월 지금 일본이 점령한 인도차이나와 프랑스는 연합국의 약소한 회원이다. 프랑스는 해외에서 비시프랑스와 맞서 싸울 수 있을까? 언제 거대한 프랑스는 다시 자유롭게 될 것이고 자유프랑스는 어떤 역할을 하게 될까? ;In May of 1940 German forces attacked the Low Countries and then France. Their Blitzkrieg tactics succeeded in defeating the French and British armies in France. The British Expeditionary Force evacuated from Dunkirk leaving their heavy equipment behind and the French government made a peace which left the Germans in control of the North and the Vichy government in charge of the South. General Charles de Gaulle a member of the French Cabinet in 1940 escaped from the German occupation in France. On June 18 1940 De Gaulle spoke to the French people from London via BBC radio. The British Cabinet had attempted to block the speech but was over-ruled by Winston Churchill. De Gaulle asked French men and women to join in the fight against the Nazis. By the end of July that year only 7000 people had volunteered to join the Free French forces. Now in June 1941 Japan controls Indochina and France is a weak junior member of the Allies. Can France wrestle its overseas province from Vichy? When will metropolitan France be free again and what role will Free France play?;;;;;;;;;X
FRA_44_DESC;그들의 처참한 패배가 있은지 4년 후 프랑스인들은 다시 희망을 가졌다. 연합군의 노르망디 상륙과 함께 프랑스 땅을 점령한 독일 압제자를 몰아내는 것은 시간문제인 것 같아보였다. 하지만 식민지와 외국 땅에서의 고난과 전투를 벌인지 몇년 만에 드골 하의 자유 프랑스군(Free French Forces)은 연합군과 함께 프랑스의 명예를 회복하고 모두를 위하여 히틀러와 나치즘을 없애기 위해 독일에 역습할 결심을 하였다. ;Four years after their crushing defeat the French have hope again. With the landings by Allied forces in Normandy the expulsion of the German oppressor from French soil seems now only a matter of time. But after the years of hardships and fighting from colonies and foreign soil Free French forces under De Gaulle are determined to carry the war into Germany with their allies to restore the honour of the French nation and to get rid of Hitler and Nazism once and for all.;;;;;;;;;X
FRA_45_DESC;1945년 5월 8일, 연합군이 독일의 항복을 받아들임으로서 제 2차 세계대전의 유럽전선은 끝을 맺었으며 프랑스의 생존을 위한 처절한 싸움도 일단락을 짓게 되었다. 그리고 이제 초점은 제국의 재건이라는 방향으로 옮겨졌을지도 모른다. 잿더미가 된 히로시마 그리고 나가사키는 일본의 운명을 결정지었으며, 일본의 항복문서가 1945년 9월 2일 USS 미주리 호에서 승인되었다. 이런 와중에, 스탈린은 서방 세계에 총공격을 개시하였다. 프랑스의 공산주의자들은 소련을 원조할 것인가? 프랑스는 또다시 점령당하는 신세가 될 것인가? ;On May 81945 the Allies accepted German surrender terms at the conclusion of the European conflict of World War II. France's long struggle for survival was over and focus could be shifted to rebuilding its empire. The destruction of Hiroshima and Nagasaki sealed the fate of Japan and the surrender documents were signed on the USS Missouri on September 2nd 1945. Now Stalin has launched an attack on the Western Allies. Will the French communists support the Soviets? Will France be occupied yet again?;;;;;;;;;X
FRA_DESC;프랑스의 1차 세계대전에서의 인력손실은 다른 주요 참전국들보다 더 큰 비율이었고 이 인구학적 재앙은 대전사이의 연간 군 징집병의 (소위 말하는 빈곤계급) 수 감소로 나타났다. 부활한 독일 확장중인 이탈리아 불안정한 에스파냐와 국경에 맞대면서 초강대국이라고 자부하는 프랑스는 이런 군사적 약점을 인정할 수 없었다. 이를 보완하기 위해서 정부는 1930년대 초반 프랑스-독일 국경에 막대한 요새화를 가했고 중부 및 동유럽의 ‘작은 협상국’들과 새로운 외교관계를 수립하려 했다. 1936년이 되자 이는 상반된 결과를 가져왔다. 프랑스의 당면한 안보문제는 강력한 마지노선에 의해 일부 해결되었고 (하지만 벨기에지방의 보호받지 못한 지역은?) 체코와 폴란드와의 관계는 상당히 개선되었다 - 심지어 소련과도 국교정상화에 다다르고 있었다. 그러나 제 3 공화국은 약하고 불안정한 정치 시스템으로 인해 심각히 분열되었다. 이 국가가 대륙의 헤게모니를 장악할 수 있는지의 여부는 아직 지켜보아야 할 것이다. ;France's manpower losses in the First World War were proportionally larger than those of any other major belligerent and this demographic catastrophe was reflected in the shortfall of annual army conscripts  the so-called 'hollow classes' - of the interwar period. With a revived Germany a self-aggrandizing Italy and an increasingly unstable Spain on its borders France could not afford to accept this military weakness without abandoning its pretensions to Great Power status. To compensate the nation threw itself into a massive fortified works project on the Franco-German frontier during the early 1930s and tried to build new diplomatic arrangements with the 'little entente' powers of central and eastern Europe. By 1936 this has had mixed results. France's immediate security problems have been partially resolved by its mighty Maginot Line (but what of the unprotected Belgian border?) and it has warm relations with the Czechs and Poles - and even a developing rapprochement with the Soviet Union. But the Third Republic is a deeply divided nation with a brittle and unsteady political system and whether it can still weather a serious challenge for the hegemony of the continent remains to be seen.;;;;;;;;;X
GEO_1914_DESC;산악지대에 자리잡은 조지아 왕국은 아시아 경계선에서 수천년간 기독교 국가로 남아있었다. 1801년 러시아에 정복당하면서 급속도로 러시아 화가 진행되면서 조지아 고유의 문화는 역압당했다. 19세기 후반에 들어서자 민중봉기의 분위기가 고조되었고 대규모 농민반란이 1905년에 발생하였고 극좌 사회민주주의 당(스탈린의 정치적 유년기를 시작한 곳)이 영향력을 강화하기 시작했다. 레닌의 볼세비키 혁명이 러시아에서 성공하면서 조지아는 다시한번 독립을 쟁취할 기회를 얻었다. 하지만 새로운 국가는 남으로는 터키에서 북으로는 러시아의 압력을 받아야 했다. 조지아의 관계는 바로 이웃되는 아르메니아나 아제르바이잔과는 더욱 복잡했다. 이 작은 세 나라가 연합하여 외부의 침공에 대항할 것인가. 아니면 해묵은 원수와 맞수들에게 희생제물이 될 것인가. ;The mountainous Kingdom of Georgia was a Christian enclave on the borders of Asia for over a thousand years. In 1801 however the country was conquered and annexed by Russia. An extensive programme of Russification followed as Georgian culture was suppressed. During the late 19th century this led to widespread popular unrest a major peasant uprising in 1905 and the rise to influence of the far-left Social Democratic Party (where Josef Stalin had his political apprenticeship). When Lenin's Bolsheviks seized power in Russia Georgia took the opportunity to proclaim its independence once again. However the new state faces threats from both the Turks to the south and the warring Russian factions to the north. Relations with Georgia's immediate neighbours Armenia and Azerbaijan are more complex. Should the three small countries combine their strengths to resist outside invasion? Or will they fall prey to their own age-old feuds and rivalries?;;;;;;;;;X
GER_1933_DESC;먼저 1차 세계대전시의 이탈리아로부터, 다음으로 제국의 '등 뒤에 숨은 비수'로부터, 독일인들은 20세기 초, 숱한 배신을 겪는다. 마침내 민중은 일어섰고, 혁명이 시작되었다! 그러나 혁명이 완수되기 전, 독일은 사회민주당에게 다시 한 번 배반당한다. 바이마르 정권은 폐허 속에 누워있는 독일이 전쟁에 대한 모든 책임, 그리고 가혹한 베르사유 조약을 떠안는 것을 수락했다. 한 술 더 떠 협상국은 독일을 조롱하듯 국가 재건을 위한 원조를 제의한 뒤 곧바로 이를 철회, 전쟁배상금을 요구한다. 1923년, 독일인들은 정부가 아무런 대응도 하지 못한 채 진절머리 나는 프랑스에게 루르 지방을 점령당하는 꼴을 지켜봐야만 했다. 시민들의 기대를 저버린 바이마르 공화국은, 군부의 지지를 받는 국가사회주의자와 공산주의자들이 반란을 선동함에 따라 당장에라도 무너질 것처럼 보였다. 그러나 정권은 붕괴하지 않았다. 그리고 바이마르 체제 아래 또다시 10년이 흘러갔다. 공황, 기근, 무능, 치욕으로 점철된 또 한 번의 10년이었다. 시민들은 더는 참을 수 없다. 국가는 멈춰 섰다. 공산주의자와 국가사회주의자들이 날마다 소요를 일으킨다. 이념적으로 상극인 이 두 정당은 이제 국회를 좌지우지할 만한 역량을 갖추었다. 독일인들은 비열한 부르주아지 국가들에게 반격하기 위하여 공산주의의 편에 설 것인가? 혹은, 새로운 독일제국 아래에서의 법과 질서를 약속하는 히틀러의 카리스마를 택할 것인가? 그도 아니면, 다시 한 번 '등 뒤의 비수'에 찔리고 말 것인가? ;The German people had long suffered betrayals throughout the early twentieth century first at the hands of Italy in the Great War then by his own citizens in the Dolchstosslegende. The people spoke up and revolution began! But before the revolution fully took hold Germany was betrayed once again by the leftists the Social Democratic Party. As a result of the Weimar Republic Germany lay in ruins after the war suffering under the Tyranny of Versailles and forced to unfairly admit blame for a war. As an insult to injury the victorious entente then offered 'aid' in reconstruction only to withdraw it a moment later and demand war reparations. The people could only watch as the hated French took over the Ruhr in 1923 while the government did nothing. The traitorous Weimar Republic seemed to collapse as Communists and National Socialists both rallied the people to revolt given promises by the army of support. They were nothing but empty words. Now it has been another ten years under the Weimar Republic. Another ten years of economic ruin famine mismanagement and humiliation. The people can not take anymore injustice. The country is at a standstill with daily skirmishes and protests organized by Communist and Nationalist Socialist militias. Both ideologically opposed parties now find themselves in a position to lead the Reichstag. Will Germany embrace communism and overturn the unjust Bourgeoisie societies that ruined him? Will Germany be drawn in by the charismatic Hitler who promises law and order in a new German Reich? Or worse will Germany be betrayed once again in another Dolchstosslegende?;;;;;;;;;X
GER_39_DESC;1918년의 독일의 패배는 그것의 첫 번째 민주 공화국의 시작을 알렸으나 또한 경제적 좌절과 베르사유의 ‘노예 협약’에 의해 잃었던 영토의 회복을 회복하자는 욕구도 마찬가지로 시작되었다. 독일은 식민지들과 폴란드 영토를 잃었고 막대한 배상금과 가진 영토에 비하여 터무니없이 약해진 군대를 갖고 전쟁의 책임에 대한 근거없는 책임을 위해 천민 국가로써 취급되어 독일의 ‘바이마르 공화국(Weimar Republican)’ 시대에는 오로지 비극적인 폭력과 극단의 순환일 뿐이었다. 1933년 아돌프 히틀러의 국가 사회당의 상승세는 그러한 독일의 역사적 발전에 전환점을 찍었다. 대의정체는 포괄적인 시민권 및 자유 언론은 나치의 도래에 대응하여 ‘부적격자’에 대한 정리를 시작하였다. 유대인 공산주의자 노동 조합주의자 또한 다른 정부의 적대국들이 그들이었다. 하지만 히틀러는 또한 독일의 쇠약해진 경제를 되살렸고 베르사유의 불공정한 조약을 종료시킬 것을 약속하였다. 독일은 외교적으로 하나하나씩 대성공을 이루어 나갔다. : 라인란트 재무장 대망의 오스트리아에 대한 ‘안젤루스(Anschluss)' 또한 체코슬로바키아의 병합이었다. 하지만 영국과 프랑스는 독일이 폴란드에 대해 도전하는 것은 거부하였다. 그리고 이제 제국은 불행히도 세 국가가 자신을 둘러싸고 있음을 발견하였다. 아직은 조심스러운 독일 그 전쟁 기계들은 그러한 강력한 적국을 격파해낼 수 있을까? 그것은 오로지 독일의 정체모를 통치자만 확실히 알고 있을 것이다. ;Germany's defeat in 1918 ushered in its first democratic government as well as a legacy of economic misery and irredentist resentment against the 'slave treaty' of Versailles. Shorn of its colonies and its Polish provinces burdened with reparations payments and an artificially weakened army treated as a pariah state for its alleged responsibility for the war Germany's political path throughout the Weimar Republican years was a tragic spiral of violence and extremism. The ascent of Adolf Hitler's National Socialist Party in 1933 marked a turning point in Germany's historical development. Representative government comprehensive civil rights and a free press were quickly swept away by the incoming Nazis who embarked on an increasingly vicious campaign of repression against the nation's 'undesirables' such as Jews Communists Trade Unionists and other opponents of the regime. But Hitler also revitalized Germany's languishing economy and promised to end the inequities of Versailles. German diplomatic triumphs followed one by one: the remilitarization of the Rhineland the long-awaited Anschluss with Austria and the absorption of Czechoslovakia. But Britain and France refused to cave in over Germany's challenge to Poland and now the Reich unexpectedly finds itself at war with three encircling powers. Can the still-modest German war machine defeat such a formidable array of enemies? Only the enigmatic ruler in Berlin knows for sure.;;;;;;;;;X
GER_1940_DESC;In the aftermath of the joint German-Soviet invasion of Poland the country was partitioned between both powers under the secret clauses of the Molotov-Ribbentrop Pact. Now seven months later German and Allied soldiers still face each other on the Western Front with no major engagement fought by either side. But while its frontier with France remains quiet German attentions focused elsewhere. In a bold strike Germany invaded Denmark and Norway in April 1940 in order to secure the iron-rich areas of Scandinavia vital for the German war effort. The Danish surrendered without a fight and it is just a matter of time before Norway also falls to the advancing German Wehrmacht. Now the Phoney War is about to end. Chamberlain had been so confident he had boasted a month earlier that 'He (Hitler) had missed the bus' but in fact he hadn't. The Wehrmacht has already turned its eyes and armies toward the west to strike at the Allies. The German Panzer troops are poised on the border of the Low Countries ready to unleash a new blitzkrieg campaign on an unprepared France. All that would be left would be blood toil tears and sweat.;In the aftermath of the joint German-Soviet invasion of Poland the country was partitioned between both powers under the secret clauses of the Molotov-Ribbentrop Pact. Now seven months later German and Allied soldiers still face each other on the Western Front with no major engagement fought by either side. But while its frontier with France remains quiet German attentions focused elsewhere. In a bold strike Germany invaded Denmark and Norway in April 1940 in order to secure the iron-rich areas of Scandinavia vital for the German war effort. The Danish surrendered without a fight and it is just a matter of time before Norway also falls to the advancing German Wehrmacht. Now the Phoney War is about to end. Chamberlain had been so confident he had boasted a month earlier that 'He (Hitler) had missed the bus' but in fact he hadn't. The Wehrmacht has already turned its eyes and armies toward the west to strike at the Allies. The German Panzer troops are poised on the border of the Low Countries ready to unleash a new blitzkrieg campaign on an unprepared France. All that would be left would be blood toil tears and sweat.;;;;;;;;;X
