TUTORIAL_1_A9_DESC;ÀÌ°ÍÀº ±â¼ú È­¸éÀÔ´Ï´Ù. ÇöÀç´Â ¿©±â¿¡ ÁøÇàÁßÀÎ°Ç ¾ø½À´Ï´Ù, ±×·¯³ª ÀÌ°ÍÀº ´ç½ÅÀÇ ¿¬±¸ÆÀÀÌ Àûº¸´Ù ¿ìÀ§¸¦ Áö¼ÓÇÏ±â À§ÇØ °æÁÖÇÏ´Â °÷ÀÔ´Ï´Ù. ´ç½ÅÀº »õ·Î¿î ºÎ´ë Á¾·ù, ¶Ñ·ÇÇÑ ¿ì¼¼¿Í Æ¯º°ÇÑ À¯ÇüÀÇ ÀÓ¹«¸¦ ÁÖ´Â ±³¸®¸¦ ¿¬±¸ÇÒ ¼ö ÀÖ½À´Ï´Ù. ´ç½ÅÀº ¶ÇÇÑ ´ç½Å »ê¾÷ÀÇ ¹ÙÄû¸¦ ºü¸£°Ô µ¹¸®´Â ¹Î°£ÀÇ ¹ßÀüÀ» ¿¬±¸ÇÒ ¼ö ÀÖ½À´Ï´Ù. ¿¬±¸¿¡¼­ÀÇ Àü·«°áÁ¤°ú ´ç½ÅÀÇ ½ÇÇàÀº ´ç½ÅÀÌ ¼±ÅÃÇÑ ¾î¶² Àå±â Àü·«À» ¸Å¿ì Àß ¸¸µé°Å³ª ¶Ç´Â ºÎ¼ú ¼ö ÀÖ½À´Ï´Ù. ¹Ýµå½Ã ´ç½ÅÀÇ ¿¬±¸´Â ÃÖ´ë·Î »ç¿ëÇÏ¼¼¿ä. ´ç½ÅÀº ¿¬±¸¿¡ °üÇÑ Æ©Åä¸®¾ó¿¡¼­ ÀÌ È­¸éº¸´Ù ´õ ¹è¿ï ¼ö ÀÖ½À´Ï´Ù. ÀÌÁ¦ºÎÅÍ, »ý»êÈ­¸éÀ» »ìÆìº¸±â À§ÇØ »ý»ê ÅÇÀ» ´©¸£¼¼¿ä. ;;;;;;;;;;X
TUTORIAL_1_A10_NAME;»ý»ê È­¸é ;;;;;;;;;;X
TUTORIAL_1_A10_DESC;ÀÌ°ÍÀº »ý»êÈ­¸éÀÔ´Ï´Ù. ¿©±â¼­ ´ç½ÅÀº ¸ðµç ´ç½ÅÀÇ »õ·Î¿î À°±º,°ø±º,ÇØ±º,¿ä»õÈ­¿Í ´õ ¸¹Àº °ÍµéÀ» »ý»êÇÒ ¼ö ÀÖ½À´Ï´Ù. ¶ÇÇÑ ´ç½ÅÀº ÀÌ È­¸é¿¡¼­ ´ç½ÅÀÇ °ø¾÷·ÂÀ» ºÐ¹èÇÏ°í, È£¼Û¼±´ÜÀ» °ü¸®ÇÕ´Ï´Ù. ´ç½ÅÀÇ ±¹°¡Àü·«¸ñÇ¥·Î ºÎ´ë¸¦ »ý»êÇÏ°í »ý°è¸¦ ²Ù·Á°¡´Â °ÍÀº ¾î¶² ÀüÀïÀÌ¶óµµ ÀÌ±â±â À§ÇÑ ¿­¼èÀÔ´Ï´Ù. ´ç½ÅÀº Æ©Åä¸®¾ó »ý»êÃ©ÅÍ¿¡¼­ ÀÌ°Í¿¡ °üÇØ ´õ ¸¹Àº °ÍÀ» ¹è¿ï ¼ö ÀÖ½À´Ï´Ù. ÀÌÁ¦, °è¼ÓÇÏ·Á¸é ¿Ü±³ÅÇÀ» ´©¸£¼¼¿ä. ;;;;;;;;;;X
TUTORIAL_1_A11_NAME;¿Ü±³ È­¸é ;;;;;;;;;;X
TUTORIAL_1_A11_DESC;ÀüÀïÀº Á¤Ä¡ÀÇ ¿¬¼ÓÀÌ°í ´ç½ÅÀÌ Á¤Ä¡¸¦ ½ÇÇàÇÏ´Â °÷(º»±¹°ú ¼¼°è¹«´ë ¾çÂÊ)ÀÔ´Ï´Ù. ÀÌ°ÍÀº ´ç½ÅÀÌ °¡ÀÔÇÏ°Å³ª ¸¸µé°Å³ª ±ú´Â µ¿¸Í, ¹«¿ª°Å·¡ Çù»ó°ú ´ç½ÅÀÇ ÀûÀ» ¹«¸­²Ý°Ô °­¿äÇÏ´Â °÷ÀÔ´Ï´Ù. ¼±ÀüÆ÷°í¿Í ÆòÈ­Çù»óµµ ¸ðµÎ ¿©±âÀÔ´Ï´Ù. ´ç½ÅÀº ½ÉÁö¾î ´ç½ÅÀÇ °ü°è¸¦ °³¼±ÇÏ±â À§ÇØ ¼±ÀüÈ°µ¿À» »ç¿ëÇÏ°Å³ª Á¤º¯À» ÀÏÀ¸Å³Áöµµ ¸ð¸¨´Ï´Ù. ´ç½ÅÀº ¶ÇÇÑ ±¹³»Á¤Ä¡¸¦ °ü¸®ÇÒ ¼ö ÀÖ°í£¬´ç½ÅÀÌ ÁÁ¾ÆÇÏ´Â ÂÊÀ¸·Î Á¤ºÎ¸¦ ÁöÁ¤ÇÒ ¼ö ÀÖ½À´Ï´Ù. ¿Ü±³¿¡ °üÇÑ Æ©Åä¸®¾ó Ã©ÅÍ´Â ´õ ¸¹ÀÌ ´ç½ÅÀ» °¡¸£ÃÄÁÙ °ÍÀÔ´Ï´Ù, ±×·¯³ª ´ç½ÅÀº ¾Æ¸¶ ÀÌ°Í¿¡ °üÇÏ¿© ¸Þ´º¾óÀ» Âü°íÇØ¾ß ÇÒ °ÍÀÔ´Ï´Ù. ÀÌÁ¦, Åë°è ÅÇÀ» ´©¸£¼¼¿ä. ;;;;;;;;;;X
TUTORIAL_1_A12_NAME;Åë°è È­¸é ;;;;;;;;;;X
TUTORIAL_1_A12_DESC;'Hearts of Iron 2'¾È¿¡¼­ ´ç½ÅÀº °áÄÚ È¥ÀÚ°¡ ¾Æ´Õ´Ï´Ù. ¾ðÁ¦³ª, ´ç½ÅÀÌ ÇÏ´Â °Í°ú °°Àº ÀÏµéÀ» ÇÏ°í ÀÖ´Â °ÅÀÇ 100°³ÀÇ ´Ù¸¥ ±¹°¡µéÀÌ ÀÖ½À´Ï´Ù. ÀÌ°ÍÀº ´ç½ÅÀÌ »çÇ×¿¡ °üÇØ Á¤¸» ¾î·Á¿î »ç½ÇÀ» ÇÊ¿ä·Î ÇÒ¶§, °¡¾ßÇÏ´Â °÷ÀÔ´Ï´Ù. ¸¹Àº Á¤º¸´Â ÃÊº¸¿¡°Ô Á¶±Ý ¾î·Á¿ïÁöµµ ¸ð¸¨´Ï´Ù, ±×·¯³ª ´ç½ÅÀº °ð ÀÌ Á¤º¸¸¦ °£Ã»ÇÒ °ÍÀÌ°í, ´õ ¸¹½À´Ï´Ù! °ÔÀÓÀÇ ÀÌ ¾È³»¿©ÇàÀ» ÇØ°áÇÏ±â À§ÇØ, ¿£ÅÍÅ°¸¦ ´©¸£¼¼¿ä. ;;;;;;;;;;X
TUTORIAL_1_A13_NAME;³¡¸Î´Â ¸» ;;;;;;;;;;X
TUTORIAL_1_A13_DESC;ÀÌ°ÍÀº 'Darkest Hour'ÀÇ °£´ÜÇÑ ÇÁ¸®Á¨Å×ÀÌ¼ÇÀ» °á·Ð Áþ½À´Ï´Ù. ´ç½ÅÀº ±âº»ÀûÀÎ È­¸é°ú ÁÖ¿äÇÑ º¸±âµéÀ» ÀÍÇû½À´Ï´Ù. ´ÙÀ½ Ã©ÅÍ¿¡¼­ ¿ì¸®´Â ´ç½Å¿¡°Ô ´Ü°èº° »çÇ×À¸·Î ¼Ò°³ÇÒ °ÍÀÔ´Ï´Ù. ;;;;;;;;;;X
TUTORIAL_1_A14_NAME;¿Ü±³ ÅÇ ;;;;;;;;;;X
TUTORIAL_1_A14_DESC;**;;;;;;;;;;X
TUTORIAL_1_A15_NAME;Åë°è ÅÇ ;;;;;;;;;;X
TUTORIAL_1_A15_DESC;**;;;;;;;;;;X
TUTORIAL_1_A16_NAME;Áö¿ª Á¤º¸ ;;;;;;;;;;X
TUTORIAL_1_A16_DESC;**;;;;;;;;;;X
TUTORIAL_1_A17_NAME;À°±º Á¤º¸ ;;;;;;;;;;X
TUTORIAL_1_A17_DESC;**;;;;;;;;;;X
TUTORIAL_1_A18_NAME;°ø±º Á¤º¸ ;;;;;;;;;;X
TUTORIAL_1_A18_DESC;**;;;;;;;;;;X
TUTORIAL_1_A19_NAME;ÇØ±º Á¤º¸ ;;;;;;;;;;X
TUTORIAL_1_A19_DESC;**;;;;;;;;;;X
TUTORIAL_1_A20_NAME;ÀüÅõ Á¤º¸ ;;;;;;;;;;X
TUTORIAL_1_A20_DESC;**;;;;;;;;;;X
TUTORIAL_1_A21_NAME;º´·Â ´ë±â¼Ò ;;;;;;;;;;x
TUTORIAL_1_A21_DESC;**;;;;;;;;;;x
TUTORIAL_1_A22_NAME;Ã©ÅÍ ³¡ ;;;;;;;;;;x
TUTORIAL_1_A22_DESC;**;;;;;;;;;;x
TUTORIAL_1_A23_NAME;Æ©Åä¸®¾ó ÀÎÅÍÆäÀÌ½º¿¡ ¿À½Å°ÍÀ» È¯¿µÇÕ´Ï´Ù. ;;;;;;;;;;X
TUTORIAL_1_A23_DESC; In this chapter we will examine the layout of the game interface and Learn how to manage and operate your troops and units. To quit the tutorial, click the MENU button in the upper-right corner of the screen and choose SURRENDER.;;;;;;;;;;x
TUTORIAL_1_A24_NAME;ÀÚ¿ø Á¤º¸ ;;;;;;;;;;X
TUTORIAL_1_A24_DESC;**;;;;;;;;;;X
TUTORIAL_1_A25_NAME;Ãß°¡ Á¤º¸ ;;;;;;;;;;X
TUTORIAL_1_A25_DESC;**;;;;;;;;;;X
TUTORIAL_1_A26_NAME;Áöµµ ;;;;;;;;;;X
TUTORIAL_1_A26_DESC;**;;;;;;;;;;X
TUTORIAL_1_A27_NAME;ÁßÁöÇÏ°í£¬ÀÎ-°ÔÀÓ ¸Þ´º¿¡ Á¢±ÙÇÏ´Â °Í ;;;;;;;;;;X
TUTORIAL_1_A27_DESC;In the upper-right corner of the screen, just below the diplomacy and statistics tabs you’ll find two essential buttons - The Pause button and the Menu button. The pause-button  displays the current date and time. HoI2 is played in highly accelerated real-time and decisions and plans that had to be made within days or even hours in history, will have to be made by you within second unless you Pause the game. Learn to control the pace of the game by pausing and un-pausing frequently. Another thing that you will want to do regularly is to change the time-scale. This is done by right clicking the Pause button and selecting the desired time-scale. You can also pause the game by pressing the “Pause?button on you keyboard. Time-scale can be changed by pressing Ctrl and the + or ?keys on the numeric keypad. The menu button is used to access the in-game menu. The in-game menu lets you save the game and change the setting for sound and gameplay. This is also where you find the option to surrender and quit the game.;;;;;;;;;;X
TUTORIAL_1_A28_NAME;½Ã°£Á¶Àý ¹öÆ° ;;;;;;;;;;X
TUTORIAL_1_A28_DESC;**;;;;;;;;;;X
# Chapter 2 #######################;;;;;;;;;;;X
TUTORIAL_2_A1_NAME;»ý»ê ;;;;;;;;;;X
TUTORIAL_2_A1_DESC;Æ©Åä¸®¾ó¿¡ ¿À½Å °ÍÀ» È¯¿µÇÕ´Ï´Ù. ÀÌ ÀåÀº »ý»ê¿¡ °üÇÑ ¸ðµç °ÍÀÔ´Ï´Ù. ¿ì¸®´Â »õ·Î¿î ±º´ë¸¦ ¾ò´Â ¹æ¹ý¿¡ ´ëÇØ ÈÈ¾îº¼ °ÍÀÔ´Ï´Ù. ±×¸®°í ´ç½ÅÀÇ °æÁ¦¿Í º¸±ÞÀ» °ü¸®ÇÕ´Ï´Ù. ¿ì¸®´Â »ý»êÃ¢À» º¸±âÀü¿¡ °ø¾÷·Â¿¡ ´ëÇØ ¾Ë ÇÊ¿ä°¡ ÀÖ½À´Ï´Ù. ´ç½ÅÀº ¾ðÁ¦¶óµµ Å°º¸µå À§¿¡ ESCÅ°¸¦ ´­·¯¼­ ÀÌ Æ©Åä¸®¾ó¿¡¼­ ³ª°¥ ¼ö ÀÖ½À´Ï´Ù. ;;;;;;;;;;X
TUTORIAL_2_A2a_NAME;°ø¾÷·Â ;;;;;;;;;;x
TUTORIAL_2_A2a_DESC;±Ùº»ÀûÀ¸·Î ´ç½ÅÀÇ °ø¾÷·Â(IC)´Â ´ç½ÅÀÌ °¡Áö°í ÀÖ´Â Áö¿ª ³» ¸ðµç °øÀåµéÀÇ ÃÑ°è¿¡ ´Ù¸¥ º¸³Ê½º ¹× ÆÐ³ÎÆ¼¸¦ ¼öÁ¤ÇÑ ¼öÄ¡ÀÔ´Ï´Ù. °¢ °øÀåµéÀÌ È¿°úÀûÀÌ±â À§ÇØ¼± ÇÏ·ç¿¡ 2°³ÀÇ ¿¡³ÊÁö, 1°³ÀÇ ±Ý¼Ó, 1/2ÀÇ Èñ¼Ò¹°ÀÚÀÌ ÇÊ¿äÇÕ´Ï´Ù. ( 1IC = 2¿¡³ÊÁö+1±Ý¼Ó+0.5Èñ¼Ò¹°ÀÚ ) ÀÌ ÀÚ¿øµéÀº ´ç½Å Áö¿ª¿¡¼­ ÀÚµ¿À¸·Î »ý»êµÇ°í, ´ç½ÅÀº ´Ù¸¥ ±¹°¡¿¡°Ô ÀÚ¿øÀ» ¼öÀÔÇÒ ¼ö ÀÖ½À´Ï´Ù. Áö±Ý Áö¿ªÀ» º¸¼¼¿ä. È²»öÀÇ È­»ìÇ¥°¡ °¡¸®Å°´Â stettin Áö¿ªÀ» ´©¸£¼¼¿ä. ;;;;;;;;;;x
TUTORIAL_2_A2_NAME;;;;;;;;;;;x
TUTORIAL_2_A2_DESC;Áö±Ý ÇÏ¾á °øÀå ¾ÆÀÌÄÜÀ» º¸¼¼¿ä. ±×°ÍÀÇ ´ÙÀ½ °¡Ä¡´Â °øÀåµéÀÇ ÃÑ°è¸¦ Ç¥ÇöÇÕ´Ï´Ù. ±×°Í ¹Ø¿¡¼­ ´ç½ÅÀº 1¿­ÀÇ ÀÚ¿ø ¾ÆÀÌÄÜµé(±Ý¼Ó, ¿¡³ÊÁö, ¼®À¯¿Í Èñ¼Ò¹°ÀÚ)À» º¼ ¼ö ÀÖ½À´Ï´Ù. ±×°ÍµéÀº ÀÌ Áö¿ª¿¡¼­ °¢ ÀÚ¿øµéÀÌ ¸ÅÀÏ ¾î¶»°Ô »ý»êµÇ´À³Ä¸¦ °¡¸£Åµ´Ï´Ù. ÀÎ·Â ¾ÆÀÌÄÜÀº Áö¿ª¿¡¼­ ¾ó¸¶³ª ¸¹Àº ÀÎ·ÂµéÀÌ À¯·¡ÇÏ´À³Ä¸¦ °¡¸£Åµ´Ï´Ù. ´ç½ÅÀÇ ±º´ë¸¦ »ý»êÇÏ°í, Áõ¿øÇÏ±â À§ÇØ ÀÎ·ÂÀÌ ÇÊ¿äÇÕ´Ï´Ù. °øÀåÀÌ³ª »ê¾÷±â¹Ý, ¿ä»õÈ­µéÀ» °Ç¼³ÇÏ·Á°í ÁÖ¹®ÇÏ·Á¸é ´ÜÁö Àû´çÇÑ ¾ÆÀÌÄÜÀ» ´©¸£¼¼¿ä. Áö±Ý ±×·¸°Ô ÇØ ÁÖ¼¼¿ä(Áö±Ý °øÀå°Ç¼³À» ÇØº¸¶ó´Â ¶æ). ´ç½ÅÀÇ °øÀåÀÌ »ý»ê ÁÙ ¾È¿¡ Áö±Ý ÀÖ½À´Ï´Ù. ±×°ÍÀº Á¶±Ý ³ªÁß¿¡ ¼³¸íµÉ °ÍÀÔ´Ï´Ù. ;;;;;;;;;;x
TUTORIAL_2_A3_NAME;;;;;;;;;;;x
TUTORIAL_2_A3_DESC;È­¸é »ó´Ü¿¡¼­ ´ç½ÅÀº ¼öµµ¿¡ ºñÃàµÈ ÀÚ¿øÀÇ ÃÑ°è¸¦ ¾Ë ¼ö ÀÖ½À´Ï´Ù. ÀÚ¿ø ¾ÆÀÌÄÜ ´ÙÀ½ÀÇ »¡°£ °¡Ä¡´Â ¼Òºñº¸´Ù »ý»êÀÌ ³·¾Æ ºñÃà·®ÀÌ ÁÙ°í ÀÖ´Â °ÍÀ» °¡¸®Åµ´Ï´Ù. ³ì»öÀÇ °¡Ä¡´Â ¼ºÀåÀ» °¡¸®Åµ´Ï´Ù. ¿À¸¥ÂÊ »ó´Ü ±¸¼®Àº ´ç½ÅÀÇ ÃÑIC(³¶ºñµÇ´ÂIC/°¡¿ëIC/±âº»IC)ÀÌ°í, »ý»ê¿¡ ÀÇÇØ °í°¥µÇÁö ¾Ê½À´Ï´Ù. ±×°ÍÀº ¿ë·®À» Ç¥ÇöÇÏ´Â °ÍÀÌ±â ¶§¹®¿¡, ±×°ÍÀº »ç¿ëµÉ »ÓÀÌ°Å³ª, ³î°í ÀÖÀ» »ÓÀÔ´Ï´Ù. ÀÚ¿øÀº ºñÃàµÉ ¼ö ÀÖ°í, °í°¥µÉ ¼ö ÀÖ½À´Ï´Ù. »ý»ê ºñ¿ëµéÀº Ç×»ó »ý»ê ³¯¿¡ ´ëÇÏ¿© ÇÊ¿ä·Î ÇÏ°Ô µÇ´Â IC¿¡¼­ ÁàÁý´Ï´Ù. ¸»ÇÑ °ÍÃ³·³, ¸ðµç °øÀåÀº 1°³ÀÇ ±âº»IC¸¦ »ý»ê¿¡ »ç¿ëÇÏ±â À§ÇØ ÇÏ·ç¿¡ 2°³ÀÇ ¿¡³ÊÁö, 1°³ÀÇ ±Ý¼Ó°ú 1/2 Èñ¼Ò¹°ÀÚµéÀ» ÇÊ¿ä·Î ÇÕ´Ï´Ù. Áö±Ý »ý»êÈ­¸éÀ¸·Î µé¾î°¡±â À§ÇØ »ý»ê ÅÇÀ» ´­·¯ÁÖ¼¼¿ä. ;;;;;;;;;;x
TUTORIAL_2_A4_NAME;»ý»êÈ­¸é °³¿ä ;;;;;;;;;;x
TUTORIAL_2_A4_DESC;ÀÌ°ÍÀº »ý»ê È­¸éÀÔ´Ï´Ù. ¿©±â¿¡¼­ ´ç½ÅÀº ´ç½ÅÀÇ °ø¾÷·ÂÀ» ¹èºÐÇÏ°í, »ý»ê ÁÖ¹®ÇÑ ¹°°ÇµéÀ» ³»°í, ´ç½ÅÀÇ È£¼Û¼±´ÜµéÀ» °ü¸®ÇÕ´Ï´Ù. ¿ÞÂÊ¿¡ Å« Áö¿ªÀº ´ç½ÅÀÇ »ý»ê°ø°£ÀÔ´Ï´Ù. ¿À¸¥ÂÊ »ó´ÜÀº ´ç½ÅÀÌ ´ç½ÅÀÇ ÀÚ¿øÀ» ³»·Á´Ù º¸°í, ´ç½ÅÀÇ °ø¾÷·ÂÀ» ¹èºÐÇÏ´Â °÷ÀÔ´Ï´Ù. ±× ¹Ø¿¡´Â ¹«¿ª, È£¼Û¼±´Üµé°ú ÀÚ¿ø ÀúÀå¼ÒµéÀÇ °³¿ä°¡ ÀÖ½À´Ï´Ù. ÀÌ °÷µéÀ» °¢°¢ ÈÈ¾îº¸¼¼¿ä. ;;;;;;;;;;x
TUTORIAL_2_A5_NAME;ÀÚ¿ø °³¿ä ;;;;;;;;;;x
TUTORIAL_2_A5_DESC;¿©±â¿¡¼­ ´ç½ÅÀº ¼öµµ¿¡ ºñÃàµÈ ÀÚ¿ø°ú ¸ÅÀÏ ¼ºÀåµÇ´Â ·®À» º¾´Ï´Ù. ¿¡³ÊÁö, ±Ý¼Ó°ú Èñ¼Ò¹°ÀÚµéÀº ´ç½ÅÀÇ °øÀå¿¡¼­ »ý»êÇÒ¶§ ¼ÒºñÇÏ°Ô µË´Ï´Ù. ¼®À¯¿Í º¸±ÞÇ°Àº ¾ßÀüÀÇ ºÎ´ë¿¡¼­ »ç¿ëµË´Ï´Ù. µ·Àº ±â¼ú°³¹ß°ú ¿Ü±³È°µ¿¿¡ ÇÊ¿äÇÕ´Ï´Ù. ÀÎ·ÂÀº ±º´ë¸¦ »ý»êÇÏ°í, Áõ¿øÇÏ±â À§ÇØ ÇÊ¿äÇÕ´Ï´Ù. ;;;;;;;;;;x
TUTORIAL_2_A6_NAME;°ø¾÷·Â ÇÒ´ç ½½¶óÀÌ´õ (IC Allocation Sliders) ;;;;;;;;;;x
TUTORIAL_2_A6_DESC;ÀÌ ½½¶óÀÌ´õ´Â ´ç½ÅÀÇ IC¸¦ ¹èºÐÇÏ°í °ü¸®ÇÕ´Ï´Ù. IC¸¦ ´ç½Å ÀÎ±¸ÀÇ ÇÊ¿ä¼ºÀ» ÃæÁ·ÇÏ±â À§ÇØ ¼ÒºñÀçÀÇ »ý»ê¿¡ ÇÒ´çÇØÁÖ¼¼¿ä. ³²´Â °ÍÀº µ·À» ¸¸µé°í, ´ç½Å Áö¿ªÀÇ ºÒ¸¸µµ¸¦ ³·Ãä´Ï´Ù. »ý»ê ½½¶óÀÌ´õ´Â »õ·Î¿î ºÎ´ë¸¦ »ý»êÇÏ°í ¿¹¾àÇÏ±â À§ÇØ ICÀÇ ÃÑ°è¸¦ Á¦¾îÇÕ´Ï´Ù. º¸±ÞÇ°Àº ´ç½ÅÀÇ ±º´ë¿¡ ÇÊ¿äÇÕ´Ï´Ù. IC¸¦ Áõ¿ø¿¡ ÇÒ´çÇÏ¸é ÀüÅõ¿¡¼­ Èñ»ýµÈ ºÎ´ë¸¦ ¿ø·¡ º´·ÂÀ¸·Î µÇµ¹¸± ¼ö ÀÖ½À´Ï´Ù. °³¼±µÈ ºÎ´ëÁ¾·ù¸¦ ¸¸µé¾î ÀÌ¿ëÇÒ ¼ö ÀÖÀ»¶§ ´ç½ÅÀÌ ¾÷±×·¹ÀÌµå¿¡ IC¸¦ ÇÒ´çÇÏ¸é, ÇöÀçÀ¯´Ö¿¡¼­ ¾÷±×·¹ÀÌµå ÇÕ´Ï´Ù. ½½¶óÀÌ´õ¸¦ ²ø¾îº¸½Ã¸é ICÀÇ ÃÑ·®ÀÌ Ç×»ó ÀüÃ¼IC³»¿¡¼­ ¼öÁ¤µÇ´Â °ÍÀ» ¾Ë ¼ö ÀÖ½À´Ï´Ù. ;;;;;;;;;;x
TUTORIAL_2_A7_NAME;»ý»ê °ø°£ ;;;;;;;;;;x
TUTORIAL_2_A7_DESC;¿©±â¿¡¼­ ´ç½ÅÀº »ý»ê°ø°£À» º¸¼¼¿ä. ´ç½ÅÀÌ °è¼ÓÀûÀÎ »ý»êÀ» °¡Áú ¶§, ÀÌ °ø°£Àº ´ç½ÅÀÇ »ý»ê ÁÙ¿¡ ÀÇÇØ Ã¤¿ì°Ô µË´Ï´Ù. ¸¸ÀÏ ´ç½ÅÀÌ Áö¿ª¿¡¼­ °Ç¼³¸í·ÉÀ» ³»¸®¸é, ´ç½ÅÀº ¿©±â¿¡¼­µµ ¹ß°ßÇØ ³¾°ÍÀÔ´Ï´Ù. À§ÀÇ ÆÄÆ®µéÀº »õ·Î¿î ºÎ´ë¸¦ »ý»êÇÏ±â À§ÇØ ÀÌ¿ëÇÒ ¼ö ÀÖ´Â ¿É¼ÇµéÀ» ÁõÁ¤ÇÕ´Ï´Ù. Áö±Ý, ±âº»ÀûÀÎ Áö»óºÎ´ë¸¦ »ý»êÇÏ±â À§ÇØ 'À°±º' À» ´­·¯ÁÖ¼¼¿ä. ;;;;;;;;;;x
TUTORIAL_2_A8_NAME;»ý»ê ÁÖ¹® ;;;;;;;;;;x
TUTORIAL_2_A8_DESC;¿©±â¿¡¼­ ´ç½ÅÀº »ç´Ü Á¾·ù¸¦ ¼±ÅÃÇØ ¸¸µé ¼ö ÀÖ½À´Ï´Ù. ¿À¸¥ÂÊÀº ºÎ´ëÀÇ Áß¿äÇÑ ÀÚ·á¸¦ Á¦ÃâÇÕ´Ï´Ù. °ýÈ£³» »ý·«ÇüÀº ºÎ´ëÁ¾·ù ÀÌ¸§À» °¡¸®Åµ´Ï´Ù. ±×¸²°ú ¾Æ·¡ ¾ÆÀÌÄÜµµ ºÎ´ëÁ¾·ù¸¦ ³ªÅ¸³À´Ï´Ù. °°Àº Á¾·ùÀÇ ¿©·¯ ºÎ´ë¸¦ ¸¸µé±â À§ÇØ ¿¬¼Ó»ý»ê°ú µû·Î»ý»êÀÌ ÀÖ½À´Ï´Ù.  ¿¬¼Ó»ý»êÀº µû·Î»ý»êº¸´Ù ´õ ¸¹Àº IC¸¦ Â÷ÁöÇÏÁö ¾ÊÀ¸³ª, ¿¬¼ÓÇÏ¿© ¿Ï·áÇÒ¶§±îÁö »ý»êÀ» °è¼ÓÇÕ´Ï´Ù. ¸¸ÀÏ Áß´ÜÇÏÁö ¾Ê°í ¸¸µé¸é, »ý»êÀ» ´õ¿í´õ »¡¸®ÇÕ´Ï´Ù. µû·Î »ý»êÀº ¿©·¯ºÎ´ë¸¦ µ¿½Ã¿¡ ¸¸µì´Ï´Ù. Áö±Ý »ý»êÀ» ÁØºñÇÏ°í, '»ý»ê½ÃÀÛ'À» ´©¸¨´Ï´Ù. ;;;;;;;;;;x
TUTORIAL_2_A9_NAME;»ý»ê ´ë±â¿­ ;;;;;;;;;;x
TUTORIAL_2_A9_DESC;´ç½ÅÀÌ »ý»ê ÁÖ¹®ÇÑ ¹°°ÇÀº Áö±Ý »ý»êÁÙ¿¡ ³õ¿´½À´Ï´Ù. ÁÙÀÇ ÁÖ¹®ÇÑ ¹°°ÇÀº IC¿Í ÀÚ¿øÀ» ¹Þ±âÀ§ÇØ ¿ì¼±µµ¸¦ Ç¥ÇöÇÕ´Ï´Ù. ¿ì¼±µµ ¼øÀ§¿¡ ÀÇÇØ À§¿Í ¾Æ·¡·Î ¿òÁ÷ÀÌ·Á¸é È­»ì ´ÜÃßµéÀ» »ç¿ëÇÕ´Ï´Ù. ÁÖ¹®À» Ãë¼ÒÇÏ·Á¸é X´ÜÃß¸¦ »ç¿ëÇÏ¼¼¿ä. ÆÇÀÇ »öÀº »ý»ê »óÅÂ¸¦ °¡¸®Åµ´Ï´Ù. ³ì»öÆÇÀº IC¿Í ÀÚ¿øÀÌ ÇÒ´çµÇ°í ÀÖ´Â °ÍÀ» ÀÇ¹ÌÇÕ´Ï´Ù. È²»öÆÇÀº ÀÚ¿øÀÇ ºÎÁ·À» °¡¸®Åµ´Ï´Ù. »¡°£ÆÇÀº IC¿Í ÀÚ¿øÀÇ ºÎÁ·¶§¹®¿¡ ¿ÏÀüÇÑ Á¤Áö¸¦ °¡¸®Åµ´Ï´Ù. ¸¸ÀÏ ´ç½ÅÀÌ ÃæºÐÇÑ ÀÚ¿øÀ» °¡Áö¸é, ´ç½ÅÀº µû·Î »ý»êÇÏ´Â ÃÑ°è¸¦ ´Ã¸®±â À§ÇØ Ç×»ó ´õ ¸¹Àº IC¸¦ »ý»ê¿¡ ÇÒ´çÇÒ ¼ö ÀÖ½À´Ï´Ù. ;;;;;;;;;;x
TUTORIAL_2_A10_NAME;¹«¿ª °Å·¡ ;;;;;;;;;;x
TUTORIAL_2_A10_DESC;¿©±â¿¡¼­ ´ç½ÅÀº ¸ðµç ¹«¿ª °Å·¡ È°µ¿À» º¼ ¼ö ÀÖ½À´Ï´Ù. ¹«¿ª °Å·¡µéÀº ±Ùº»ÀûÀ¸·Î ´ç½ÅÀÇ ÀÚ¿ø ¹ë·±½º¸¦ À¯ÁöÇÏ±â À§ÇØ ´Ù¸¥ ±¹°¡¿Í ÀÚ¿øµéÀ» ¼­·Î °øÆòÇÏ°Ô ±³È¯ÇÏ´Â °ÍÀÔ´Ï´Ù. ¹«¿ª°Å·¡´Â ÀÌ ¸ñ·ÏÀ» ¸¶¿ì½º ¿À¸¥ÂÊ ´ÜÃß¸¦ ´©¸£´Â °Í¿¡ ÀÇÇØ ¿Ü±³ÀûÈ°µ¿À» ÅëÇÏ¿© °Å·¡ÇÏ°Å³ª Ãë¼ÒÇÒ ¼ö ÀÖ½À´Ï´Ù. ´ç½ÅÀº Æ©Åä¸®¾ó ¿Ü±³Ã©ÅÍ¿¡¼­ ¹«¿ª¿¡ °üÇÏ¿© ´õ ¹è¿ï ¼ö ÀÖ½À´Ï´Ù. ;;;;;;;;;;x
TUTORIAL_2_A11_NAME;È£¼Û¼±´Ü ¹× ÀÚ¿øÀúÀå¼Ò ;;;;;;;;;;x
