SPA;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
35251;Minister of Armament;프란세스크 캄보 ;1919;1924;1999;SC;Corrupt Kleptocrat;Medium;3289;X
35252;Minister of Armament;프란시스코 베르가민 ;1920;1924;1999;SC;Air Superiority Proponent;Medium;3255;X
35253;Minister of Armament;후안 데 라 소타 ;1920;1924;1999;SC;Strategic Air Proponent;Medium;3248;X
35254;Minister of Armament;호세 마누엘 페드레갈 ;1920;1925;1999;PA;Corrupt Kleptocrat;Medium;unknownminister;X
35255;Minister of Armament;엔리케 이야나 ;1921;1925;1999;PA;Resource Industrialist;Medium;unknownminister;X
35256;Minister of Armament;카를로스 베르가라 ;1921;1926;1999;PA;Administrative Genius;Medium;unknownminister;X
35257;Minister of Armament;호세 코랄 ;1922;1927;1999;PA;Air to Sea Proponent;Medium;3234;X
35258;Minister of Security;후안 데 라 키에르바 ;1905;1911;1999;ML;Compassionate Gentleman;Medium;3245;X
35259;Minister of Security;세기스문도 모레트 ;1907;1912;1999;ML;Man of the People;Medium;3261;X
35260;Minister of Security;페르난도 메리노 비야리노 ;1908;1913;1999;ML;Prince of Terror;Medium;unknownminister;X
35261;Minister of Security;데메트리오 알론소 ;1909;1913;1999;ML;Crime Fighter;Medium;3228;X
35262;Minister of Security;트리니타리오 루이스 ;1909;1913;1999;SL;Silent Lawyer;Medium;3263;X
35263;Minister of Security;안토니오 바로소 카스티야 ;1909;1914;1999;ML;Back Stabber;Medium;3223;X
35264;Minister of Security;산티아고 알바 보니파스 ;1910;1918;1999;ML;Efficient Sociopath;Medium;3257;X
35265;Minister of Security;호세 산체스 게라 ;1911;1919;1999;SC;Compassionate Gentleman;Medium;3272;X
35266;Minister of Security;호아킨 루이스 히메네스 ;1914;1919;1999;ML;Man of the People;Medium;3232;X
35267;Minister of Security;훌리오 부렐 ;1915;1919;1999;SC;Prince of Terror;Medium;3250;X
35268;Minister of Security;호세 바아몬데 ;1915;1920;1999;SC;Crime Fighter;Medium;unknownminister;X
35269;Minister of Security;마누엘 가르시아 프리에토 ;1916;1920;1999;ML;Silent Lawyer;Medium;3269;X
35270;Minister of Security;루이스 실베라 ;1916;1920;1999;ML;Back Stabber;Medium;3971;X
35271;Minister of Security;아말리오 히메노 ;1916;1921;1999;ML;Efficient Sociopath;Medium;3238;X
35272;Minister of Security;안토니오 고이코에체아 ;1917;1921;1999;SC;Compassionate Gentleman;Medium;3295;X
35273;Minister of Security;마누엘 데 부르고스 ;1917;1921;1999;SC;Man of the People;Medium;3296;X
35274;Minister of Security;호아킨 페르난데스 프리다 ;1917;1922;1999;SC;Prince of Terror;Medium;3970;X
35275;Minister of Security;프란시스코 베르가민 ;1918;1922;1999;SC;Crime Fighter;Medium;3255;X
35276;Minister of Security;가비노 부가얄 ;1918;1923;1999;SC;Silent Lawyer;Medium;3284;X
35277;Minister of Security;라파엘 코에요 ;1919;1924;1999;SC;Back Stabber;Medium;unknownminister;X
35278;Minister of Security;비센테 피니에스 바요나 ;1920;1924;1999;SC;Efficient Sociopath;Medium;3264;X
35279;Minister of Security;마르틴 데 로살레스 ;1924;1925;1999;ML;Compassionate Gentleman;Medium;unknownminister;X
35280;Minister of Security;세베리아노 마르티네스 ;1921;1932;1999;PA;Man of the People;Medium;3297;X
35281;Chief of Staff;페르난도 프리모 데 리베라 ;1905;1919;1999;PA;School of Fire Support;Medium;3244;X
35282;Chief of Staff;아르세니오 리나레스 ;1907;1911;1999;SC;School of Manoeuvre;Medium;3226;X
35283;Chief of Staff;아구스틴 데 루케 ;1907;1919;1999;SC;School of Defence;Medium;3220;X
35284;Chief of Staff;앙헬 아즈나르 ;1908;1913;1999;SC;School of Psychology;Medium;3225;X
35285;Chief of Staff;라몬 에챠게 ;1911;1917;1999;SC;School of Mass Combat;Medium;3259;X
35286;Chief of Staff;프란시스코 아길레라 ;1915;1919;1999;SC;School of Fire Support;Medium;3243;X
35287;Chief of Staff;호세 마리나 베가 ;1915;1920;1999;SC;School of Manoeuvre;Medium;3240;X
35288;Chief of Staff;다마소 베렌구에르 ;1916;1917;1999;SC;School of Defence;Medium;3246;X
35289;Chief of Staff;디에고 무뇨스 코보 ;1917;1921;1999;PA;School of Psychology;Medium;unknownminister;X
35290;Chief of Staff;루이스 데 산티아고 ;1917;1921;1999;SC;School of Mass Combat;Medium;unknownminister;X
35291;Chief of Staff;안토니오 토바르 ;1917;1921;1999;SC;School of Fire Support;Medium;3972;X
35292;Chief of Staff;호세 비야르바 리켈메 ;1917;1922;1999;PA;School of Manoeuvre;Medium;3247;X
35293;Chief of Staff;호세 올라게르 페리우 ;1920;1924;1999;SC;School of Defence;Medium;unknownminister;X
35294;Chief of Staff;호세 산체스 게라 ;1920;1924;1999;SC;School of Psychology;Medium;3272;X
35295;Chief of Staff;안토니오 로페스 무뇨스 ;1921;1925;1999;ML;School of Mass Combat;Medium;3224;X
35296;Chief of Staff;루이스 데 카스트로 ;1921;1926;1999;PA;School of Fire Support;Medium;3251;X
35297;Chief of Staff;후안 오도넬 ;1922;1928;1999;PA;School of Manoeuvre;Medium;unknownminister;X
35298;Chief of Army;페르난도 프리모 데 리베라 ;1905;1919;1999;PA;Guns and Butter Doctrine;Medium;3244;X
35299;Chief of Army;아르세니오 리나레스 ;1907;1911;1999;SC;Armoured Spearhead Doctrine;Medium;3226;X
35300;Chief of Army;아구스틴 데 루케 ;1907;1919;1999;SC;Decisive Battle Doctrine;Medium;3220;X
35301;Chief of Army;앙헬 아즈나르 ;1908;1913;1999;SC;Static Defence Doctrine;Medium;3225;X
35302;Chief of Army;라몬 에챠게 ;1911;1917;1999;SC;Elastic Defence Doctrine;Medium;3259;X
35303;Chief of Army;프란시스코 아길레라 ;1915;1919;1999;SC;Guns and Butter Doctrine;Medium;3243;X
35304;Chief of Army;호세 마리나 베가 ;1915;1920;1999;SC;Armoured Spearhead Doctrine;Medium;3240;X
35305;Chief of Army;다마소 베렌구에르 ;1916;1917;1999;SC;Decisive Battle Doctrine;Medium;3246;X
35306;Chief of Army;디에고 무뇨스 코보 ;1917;1921;1999;PA;Static Defence Doctrine;Medium;unknownminister;X
35307;Chief of Army;루이스 데 산티아고 ;1917;1921;1999;SC;Elastic Defence Doctrine;Medium;unknownminister;X
35308;Chief of Army;안토니오 토바르 ;1917;1921;1999;SC;Guns and Butter Doctrine;Medium;3972;X
35309;Chief of Army;호세 비야르바 리켈메 ;1917;1922;1999;PA;Armoured Spearhead Doctrine;Medium;3247;X
35310;Chief of Army;호세 올라게르 페리우 ;1920;1924;1999;SC;Decisive Battle Doctrine;Medium;unknownminister;X
35311;Chief of Army;호세 산체스 게라 ;1920;1924;1999;SC;Static Defence Doctrine;Medium;3272;X
35312;Chief of Army;안토니오 로페스 무뇨스 ;1921;1925;1999;ML;Elastic Defence Doctrine;Medium;3224;X
35313;Chief of Army;루이스 데 카스트로 ;1921;1926;1999;PA;Guns and Butter Doctrine;Medium;3251;X
35314;Chief of Army;후안 오도넬 ;1922;1928;1999;PA;Armoured Spearhead Doctrine;Medium;unknownminister;X
35315;Chief of Navy;호세 페란디스 ;1905;1911;1999;SC;Base Control Doctrine;Medium;3235;X
35316;Chief of Navy;빅토르 마리아 콘카스 ;1907;1912;1999;SC;Open Seas Doctrine;Medium;3265;X
35317;Chief of Navy;디에고 데 미란다 ;1908;1913;1999;SC;Decisive Naval Battle Doctrine;Medium;3229;X
35318;Chief of Navy;호세 피달 레보요 ;1909;1920;1999;SC;Power Projection Doctrine;Medium;3241;X
35319;Chief of Navy;아말리오 히메노 ;1910;1920;1999;ML;Indirect Approach Doctrine;Medium;3238;X
35320;Chief of Navy;아우구스토 미란다 ;1911;1922;1999;SC;Base Control Doctrine;Medium;3237;X
35321;Chief of Navy;마누엘 데 플로레스 ;1915;1922;1999;SC;Open Seas Doctrine;Medium;unknownminister;X
35322;Chief of Navy;호세 마리아 차콘 페리 ;1916;1921;1999;SC;Decisive Naval Battle Doctrine;Medium;3236;X
35323;Chief of Navy;호세 알바레스 카메로 ;1920;1924;1999;SC;Power Projection Doctrine;Medium;unknownminister;X
35324;Chief of Navy;가브리엘 안톤 이볼레온 ;1921;1926;1999;PA;Indirect Approach Doctrine;Medium;unknownminister;X
35325;Chief of Navy;페데리코 이바녜스 발레라 ;1922;1926;1999;PA;Base Control Doctrine;Medium;unknownminister;X
35326;Chief of Navy;이그나시오 핀타도 고그 ;1922;1926;1999;PA;Open Seas Doctrine;Medium;unknownminister;X
35327;Chief of Navy;오노리오 코르네호 ;1922;1930;1999;PA;Decisive Naval Battle Doctrine;Medium;unknownminister;X
35328;Chief of Air Force;페드로 비베스 비치 ;1898;1915;1999;SC;Carpet Bombing Doctrine;Medium;3258;X
35329;Chief of Air Force;알프레도 킨더란 두아니 ;1910;1932;1999;SC;Army Aviation Doctrine;Medium;3221;X
35330;Chief of Air Force;알폰소 바요 ;1913;1920;1999;SC;Air Superiority Doctrine;Medium;unknownminister;X
35331;Chief of Air Force;로드리게스 모루에로 ;1916;1924;1999;SC;Naval Aviation Doctrine;Medium;unknownminister;X
35332;Chief of Air Force;코로넬 소리아노 ;1920;1925;1999;SC;vertical envelopment doctrine;Medium;unknownminister;X
35333;Chief of Air Force;프란시스코 에챠게 ;1917;1926;1999;SC;Carpet Bombing Doctrine;Medium;unknownminister;X
